merchant_id,campaign_id,product_id,sku,campaign_name,channel,impressions,clicks,spend,conversions,attributed_revenue,campaign_date,post_time,creative_type,target_segment,customer_city,objective,campaign_status,source,source_row_id
M001,CAMP001450,PROD000018,SKU000018,Republic Day Rush,Instagram,269360,4519,34521.05,55,133812.87,2024-10-02,09:00,Static Post,working_women,Delhi,conversions,completed,campaign_csv,CAMP_ROW_001450
M001,CAMP001451,PROD000001,SKU000001,New Arrivals Reel Blast,WhatsApp,1273,417,776.47,52,51417.45,2024-03-05,12:00,WhatsApp Broadcast,college_students,Bangalore,retargeting,active,campaign_csv,CAMP_ROW_001451
M001,CAMP001452,PROD000360,SKU000360,Weekend Comfort Sale,WhatsApp,1421,320,539.97,44,70565.8,2024-09-07,18:00,WhatsApp Broadcast,fitness_lifestyle,Chennai,conversions,active,campaign_csv,CAMP_ROW_001452
M001,CAMP001453,PROD000045,SKU000045,Premium Buyer Retargeting,Email,18343,704,691.23,39,95685.67,2024-03-14,21:00,Email,family_buyers,Pune,new_launch,completed,campaign_csv,CAMP_ROW_001453
M001,CAMP001454,PROD000242,SKU000242,Women's Day Special,Email,20057,937,226.71,59,171747.71,2024-12-23,15:00,Email,premium_buyers,Delhi,conversions,completed,campaign_csv,CAMP_ROW_001454
M001,CAMP001455,PROD000492,SKU000492,Weekend Comfort Sale,WhatsApp,1434,367,160.7,36,76862.56,2024-11-02,19:00,WhatsApp Broadcast,premium_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001455
M001,CAMP001456,PROD000375,SKU000375,College Campus Collection,Google Ads,148175,5165,196390.16,287,975213.97,2024-03-01,15:00,Search Ad,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001456
M001,CAMP001457,PROD000189,SKU000189,Repeat Buyer WhatsApp Push,Facebook,42308,1452,12998.04,32,54330.1,2024-03-05,12:00,Reel,premium_buyers,Chennai,retention,completed,campaign_csv,CAMP_ROW_001457
M001,CAMP001458,PROD000294,SKU000294,Republic Day Rush,WhatsApp,3100,949,1770.22,158,299591.46,2024-02-26,18:00,WhatsApp Broadcast,fitness_lifestyle,Kochi,awareness,active,campaign_csv,CAMP_ROW_001458
M001,CAMP001459,PROD000264,SKU000264,New Arrivals Reel Blast,Facebook,29126,1567,36707.88,20,33923.47,2024-06-07,15:00,Static Post,premium_buyers,Delhi,conversions,failed,campaign_csv,CAMP_ROW_001459
M001,CAMP001460,PROD000001,SKU000001,Repeat Buyer WhatsApp Push,Instagram,155835,14116,220004.74,1161,1080516.89,2024-06-19,19:00,Reel,college_students,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001460
M001,CAMP001461,PROD000233,SKU000233,College Campus Collection,WhatsApp,2516,669,773.88,90,114572.84,2024-09-21,21:00,WhatsApp Broadcast,family_buyers,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001461
M001,CAMP001462,PROD000094,SKU000094,Back to Work Edit,Facebook,186082,8849,74235.19,391,1114715.55,2024-04-28,21:00,Story,working_women,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001462
M001,CAMP001463,PROD000159,SKU000159,Weekend Wardrobe,Facebook,213602,12517,180318.12,364,1403657.84,2024-11-23,21:00,Story,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001463
M001,CAMP001464,PROD000181,SKU000181,Weekend Comfort Sale,Google Ads,274586,12001,451703.04,161,639541.84,2024-09-21,20:00,Search Ad,family_buyers,Bangalore,retention,active,campaign_csv,CAMP_ROW_001464
M001,CAMP001465,PROD000438,SKU000438,Back to Work Edit,Email,8082,124,111.17,3,5086.33,2024-07-24,20:00,Email,premium_buyers,Mumbai,conversions,paused,campaign_csv,CAMP_ROW_001465
M001,CAMP001466,PROD000250,SKU000250,Repeat Buyer WhatsApp Push,LinkedIn,5712,100,1437.42,1,3078.03,2024-02-17,15:00,Carousel,college_students,Hyderabad,retargeting,active,campaign_csv,CAMP_ROW_001466
M001,CAMP001467,PROD000486,SKU000486,Streetwear Culture Drop,Facebook,180693,6566,61470.48,138,184557.21,2024-09-23,12:00,Static Post,college_students,Kolkata,awareness,completed,campaign_csv,CAMP_ROW_001467
M001,CAMP001468,PROD000149,SKU000149,College Campus Collection,WhatsApp,1060,262,148.34,28,123507.54,2024-07-06,09:00,WhatsApp Broadcast,college_students,Jaipur,retention,completed,campaign_csv,CAMP_ROW_001468
M001,CAMP001469,PROD000071,SKU000071,Republic Day Rush,LinkedIn,9119,71,2447.1,2,3318.68,2024-10-04,20:00,Carousel,fitness_lifestyle,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001469
M001,CAMP001470,PROD000054,SKU000054,Women's Day Special,WhatsApp,3691,1128,939.41,140,118217.12,2024-12-03,18:00,WhatsApp Broadcast,streetwear_lovers,Ahmedabad,conversions,active,campaign_csv,CAMP_ROW_001470
M001,CAMP001471,PROD000412,SKU000412,Summer Essentials Campaign,WhatsApp,4427,951,1169.96,75,227962.92,2024-02-24,18:00,WhatsApp Broadcast,young_professionals,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_001471
M001,CAMP001472,PROD000144,SKU000144,Independence Day Flash Sale,Facebook,113922,1592,8438.01,48,70589.75,2024-02-13,12:00,Static Post,streetwear_lovers,Delhi,retention,active,campaign_csv,CAMP_ROW_001472
M001,CAMP001473,PROD000230,SKU000230,College Campus Collection,Email,23319,788,1152.91,28,44575.84,2024-05-20,19:00,Email,young_professionals,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001473
M001,CAMP001474,PROD000223,SKU000223,Back to Work Edit,Instagram,271555,8786,195111.34,149,548229.76,2024-07-18,20:00,Story,college_students,Pune,traffic,completed,campaign_csv,CAMP_ROW_001474
M001,CAMP001475,PROD000440,SKU000440,Back to Work Edit,WhatsApp,2849,861,513.41,88,160065.05,2024-01-23,15:00,WhatsApp Broadcast,working_women,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001475
M001,CAMP001476,PROD000244,SKU000244,Women's Day Special,Instagram,110717,5565,25506.63,187,478840.05,2024-01-24,12:00,Story,college_students,Bangalore,retention,active,campaign_csv,CAMP_ROW_001476
M001,CAMP001477,PROD000001,SKU000001,Premium Buyer Retargeting,Google Ads,201140,11060,257046.77,287,246072.19,2024-12-30,09:00,Search Ad,college_students,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001477
M001,CAMP001478,PROD000187,SKU000187,Weekend Comfort Sale,Instagram,277931,12660,236624.1,725,1497260.64,2024-03-28,12:00,Carousel,college_students,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_001478
M001,CAMP001479,PROD000101,SKU000101,Year End Clearance,Google Ads,287664,12781,187246.37,222,189601.83,2024-11-30,09:00,Search Ad,fitness_lifestyle,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001479
M001,CAMP001480,PROD000462,SKU000462,Repeat Buyer WhatsApp Push,WhatsApp,4266,1194,1305.53,65,281035.06,2024-08-10,15:00,WhatsApp Broadcast,college_students,Delhi,awareness,completed,campaign_csv,CAMP_ROW_001480
M001,CAMP001481,PROD000427,SKU000427,Bangalore Fashion Drop,Instagram,45871,308,2035.85,3,9071.63,2024-01-09,09:00,Static Post,family_buyers,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_001481
M001,CAMP001482,PROD000081,SKU000081,Fitness Edit Push,WhatsApp,1763,231,76.13,43,50586.39,2024-12-08,12:00,WhatsApp Broadcast,working_women,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_001482
M001,CAMP001483,PROD000021,SKU000021,College Campus Collection,Instagram,60498,3871,42765.51,56,62560.01,2024-01-17,19:00,Story,family_buyers,Pune,new_launch,completed,campaign_csv,CAMP_ROW_001483
M001,CAMP001484,PROD000205,SKU000205,Weekend Wardrobe,Facebook,130023,10207,168891.58,192,291962.53,2024-05-11,19:00,Reel,college_students,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001484
M001,CAMP001485,PROD000464,SKU000464,Streetwear Culture Drop,Google Ads,214542,6788,245225.27,353,670572.98,2024-05-01,09:00,Display Ad,premium_buyers,Jaipur,new_launch,active,campaign_csv,CAMP_ROW_001485
M001,CAMP001486,PROD000404,SKU000404,Monsoon Must-Haves,Google Ads,187337,7808,42677.81,340,853430.92,2024-05-31,18:00,Search Ad,family_buyers,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_001486
M001,CAMP001487,PROD000115,SKU000115,Bangalore Fashion Drop,Instagram,222329,7504,145923.65,273,359287.96,2024-08-26,20:00,Reel,young_professionals,Kochi,traffic,failed,campaign_csv,CAMP_ROW_001487
M001,CAMP001488,PROD000213,SKU000213,Streetwear Culture Drop,Instagram,123405,7371,158373.45,327,613373.12,2024-02-23,15:00,Carousel,family_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001488
M001,CAMP001489,PROD000269,SKU000269,Repeat Buyer WhatsApp Push,Google Ads,127590,2934,19341.6,164,567858.34,2024-11-15,20:00,Search Ad,college_students,Bangalore,new_launch,active,campaign_csv,CAMP_ROW_001489
M001,CAMP001490,PROD000188,SKU000188,Weekend Wardrobe,Instagram,82765,1427,18759.01,75,180396.04,2024-01-22,12:00,Carousel,college_students,Jaipur,new_launch,active,campaign_csv,CAMP_ROW_001490
M001,CAMP001491,PROD000070,SKU000070,College Campus Collection,Instagram,128083,3047,28709.27,125,311413.45,2024-08-23,09:00,Static Post,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001491
M001,CAMP001492,PROD000214,SKU000214,Republic Day Rush,Facebook,201906,7838,105261.34,247,872765.79,2024-04-01,19:00,Story,college_students,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001492
M001,CAMP001493,PROD000001,SKU000001,Premium Buyer Retargeting,Google Ads,219184,5007,45601.17,227,211771.15,2024-07-25,09:00,Search Ad,college_students,Bangalore,conversions,active,campaign_csv,CAMP_ROW_001493
M001,CAMP001494,PROD000456,SKU000456,Monsoon Must-Haves,Facebook,194576,6731,117646.59,323,352658.98,2024-01-13,18:00,Carousel,premium_buyers,Hyderabad,retargeting,paused,campaign_csv,CAMP_ROW_001494
M001,CAMP001495,PROD000329,SKU000329,Festive Gifting Guide,LinkedIn,463,4,116.28,0,0.0,2024-06-04,18:00,Static Post,premium_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001495
M001,CAMP001496,PROD000066,SKU000066,Repeat Buyer WhatsApp Push,Google Ads,23501,1378,29706.4,41,65538.49,2024-01-30,09:00,Search Ad,working_women,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001496
M001,CAMP001497,PROD000028,SKU000028,Bangalore Fashion Drop,WhatsApp,3358,852,1523.98,79,43489.64,2024-11-04,09:00,WhatsApp Broadcast,family_buyers,Delhi,traffic,completed,campaign_csv,CAMP_ROW_001497
M001,CAMP001498,PROD000356,SKU000356,Black Friday Mega Sale,Email,22641,434,263.73,9,8117.83,2024-02-05,15:00,Email,premium_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001498
M001,CAMP001499,PROD000125,SKU000125,Black Friday Mega Sale,WhatsApp,4123,710,799.48,66,255069.79,2024-04-22,19:00,WhatsApp Broadcast,family_buyers,Bangalore,traffic,active,campaign_csv,CAMP_ROW_001499
M001,CAMP001500,PROD000220,SKU000220,Monsoon Must-Haves,Google Ads,171930,5681,122187.84,247,363477.25,2024-01-03,09:00,Search Ad,premium_buyers,Delhi,traffic,completed,campaign_csv,CAMP_ROW_001500
M001,CAMP001501,PROD000217,SKU000217,New Arrivals Reel Blast,Facebook,81120,1111,24825.25,41,90398.74,2024-08-27,09:00,Story,college_students,Kochi,traffic,completed,campaign_csv,CAMP_ROW_001501
M001,CAMP001502,PROD000228,SKU000228,Festive Gifting Guide,LinkedIn,8151,98,1303.02,4,4041.63,2024-01-05,15:00,Carousel,young_professionals,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001502
M001,CAMP001503,PROD000191,SKU000191,Streetwear Culture Drop,Instagram,30411,2161,31997.0,83,82698.76,2024-02-01,19:00,Carousel,premium_buyers,Bangalore,retention,active,campaign_csv,CAMP_ROW_001503
M001,CAMP001504,PROD000144,SKU000144,Bangalore Exclusive Drop,LinkedIn,341,5,140.35,0,0.0,2024-03-12,20:00,Carousel,streetwear_lovers,Delhi,new_launch,completed,campaign_csv,CAMP_ROW_001504
M001,CAMP001505,PROD000001,SKU000001,Summer Essentials Campaign,Google Ads,286586,10726,119047.72,534,480344.6,2024-08-24,20:00,Search Ad,college_students,Ahmedabad,new_launch,completed,campaign_csv,CAMP_ROW_001505
M001,CAMP001506,PROD000123,SKU000123,Bangalore Exclusive Drop,Google Ads,260454,13456,97755.84,190,251108.51,2024-01-30,20:00,Display Ad,college_students,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_001506
M001,CAMP001507,PROD000124,SKU000124,Year End Clearance,Google Ads,60547,3515,64678.74,110,155813.41,2024-11-25,20:00,Search Ad,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001507
M001,CAMP001508,PROD000300,SKU000300,Bangalore Fashion Drop,Instagram,57208,4240,39901.12,88,276821.07,2024-01-09,19:00,Carousel,college_students,Hyderabad,awareness,active,campaign_csv,CAMP_ROW_001508
M001,CAMP001509,PROD000001,SKU000001,Black Friday Mega Sale,WhatsApp,263,81,55.68,11,10635.52,2024-08-20,19:00,WhatsApp Broadcast,college_students,Kochi,conversions,completed,campaign_csv,CAMP_ROW_001509
M001,CAMP001510,PROD000002,SKU000002,Office Wear Edit,WhatsApp,3399,21,10.82,0,0.0,2024-07-24,12:00,WhatsApp Broadcast,budget_buyers,Kolkata,retention,completed,campaign_csv,CAMP_ROW_001510
M001,CAMP001511,PROD000290,SKU000290,Diwali Streetwear Push,Facebook,5737,119,372.81,6,19672.12,2024-06-21,15:00,Static Post,working_women,Bangalore,retargeting,active,campaign_csv,CAMP_ROW_001511
M001,CAMP001512,PROD000120,SKU000120,Office Wear Edit,WhatsApp,4509,1080,1529.2,108,58567.06,2024-10-11,12:00,WhatsApp Broadcast,family_buyers,Mumbai,traffic,paused,campaign_csv,CAMP_ROW_001512
M001,CAMP001513,PROD000309,SKU000309,Back to Work Edit,Instagram,132929,7467,150292.86,201,722883.24,2024-01-28,19:00,Reel,family_buyers,Bangalore,traffic,active,campaign_csv,CAMP_ROW_001513
M001,CAMP001514,PROD000299,SKU000299,Office Wear Edit,WhatsApp,737,251,105.58,15,31251.98,2024-04-08,21:00,WhatsApp Broadcast,working_women,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001514
M001,CAMP001515,PROD000199,SKU000199,Repeat Buyer WhatsApp Push,LinkedIn,3662,60,2629.66,2,4627.59,2024-03-21,20:00,Static Post,family_buyers,Kochi,retention,completed,campaign_csv,CAMP_ROW_001515
M001,CAMP001516,PROD000043,SKU000043,Back to Work Edit,LinkedIn,5051,39,409.55,1,3552.5,2024-09-19,18:00,Static Post,family_buyers,Pune,conversions,paused,campaign_csv,CAMP_ROW_001516
M001,CAMP001517,PROD000244,SKU000244,Repeat Buyer WhatsApp Push,Instagram,45141,2950,66917.19,74,180994.52,2024-03-19,20:00,Carousel,college_students,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001517
M001,CAMP001518,PROD000276,SKU000276,Fitness Edit Push,Google Ads,252841,6923,60030.28,413,1085646.02,2024-06-15,19:00,Display Ad,working_women,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_001518
M001,CAMP001519,PROD000465,SKU000465,Weekend Wardrobe,Instagram,285827,3386,81073.72,138,492388.79,2024-12-05,12:00,Story,young_professionals,Bangalore,conversions,failed,campaign_csv,CAMP_ROW_001519
M001,CAMP001520,PROD000139,SKU000139,Fitness Edit Push,Facebook,246746,3757,22454.21,178,690541.48,2024-10-15,15:00,Story,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001520
M001,CAMP001521,PROD000262,SKU000262,Festive Gifting Guide,Instagram,279338,13091,166802.89,425,132698.99,2024-03-05,18:00,Story,working_women,Bangalore,retention,active,campaign_csv,CAMP_ROW_001521
M001,CAMP001522,PROD000128,SKU000128,Summer Essentials Campaign,LinkedIn,425,6,246.08,0,0.0,2024-05-11,18:00,Carousel,premium_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001522
M001,CAMP001523,PROD000281,SKU000281,Republic Day Rush,Google Ads,162280,9098,329659.57,447,1219938.76,2024-06-30,09:00,Display Ad,family_buyers,Delhi,conversions,completed,campaign_csv,CAMP_ROW_001523
M001,CAMP001524,PROD000011,SKU000011,Streetwear Culture Drop,Instagram,216357,7951,39918.19,115,145439.64,2024-02-13,19:00,Story,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001524
M001,CAMP001525,PROD000126,SKU000126,Bangalore Exclusive Drop,Instagram,173882,11195,159178.53,164,516721.49,2024-11-29,21:00,Static Post,family_buyers,Bangalore,awareness,paused,campaign_csv,CAMP_ROW_001525
M001,CAMP001526,PROD000054,SKU000054,Independence Day Flash Sale,WhatsApp,4188,1347,1579.37,76,59435.39,2024-03-31,09:00,WhatsApp Broadcast,streetwear_lovers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001526
M001,CAMP001527,PROD000085,SKU000085,Streetwear Culture Drop,Instagram,101706,4465,63164.99,60,86206.62,2024-10-17,19:00,Story,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001527
M001,CAMP001528,PROD000439,SKU000439,Women's Day Special,Google Ads,223601,12046,266351.44,611,2382098.98,2024-12-05,20:00,Search Ad,family_buyers,Delhi,awareness,failed,campaign_csv,CAMP_ROW_001528
M001,CAMP001529,PROD000002,SKU000002,Summer Essentials Campaign,Facebook,279362,1342,74704.22,8,2873.97,2024-02-21,19:00,Story,budget_buyers,Pune,new_launch,completed,campaign_csv,CAMP_ROW_001529
M001,CAMP001530,PROD000320,SKU000320,Streetwear Culture Drop,LinkedIn,7746,40,2252.98,0,0.0,2024-12-28,12:00,Static Post,family_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001530
M001,CAMP001531,PROD000109,SKU000109,New Arrivals Reel Blast,Facebook,257890,12803,116824.09,597,1042641.88,2024-11-07,20:00,Story,working_women,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001531
M001,CAMP001532,PROD000232,SKU000232,Year End Clearance,LinkedIn,7122,72,4186.73,2,2081.55,2024-06-05,19:00,Static Post,young_professionals,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001532
M001,CAMP001533,PROD000154,SKU000154,Bangalore Exclusive Drop,LinkedIn,3817,26,783.91,0,0.0,2024-05-13,19:00,Carousel,family_buyers,Mumbai,awareness,active,campaign_csv,CAMP_ROW_001533
M001,CAMP001534,PROD000234,SKU000234,Independence Day Flash Sale,Instagram,196868,3356,57169.02,165,371233.5,2024-11-22,15:00,Reel,college_students,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001534
M001,CAMP001535,PROD000253,SKU000253,College Campus Collection,Google Ads,24568,1404,28192.02,60,278216.96,2024-09-19,09:00,Display Ad,college_students,Bangalore,conversions,paused,campaign_csv,CAMP_ROW_001535
M001,CAMP001536,PROD000287,SKU000287,Monsoon Must-Haves,Instagram,91702,4335,88474.61,220,377820.14,2024-02-28,09:00,Story,family_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001536
M001,CAMP001537,PROD000249,SKU000249,Republic Day Rush,Email,6712,120,172.13,4,12207.43,2024-09-06,19:00,Email,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001537
M001,CAMP001538,PROD000302,SKU000302,Summer Essentials Campaign,Google Ads,214925,7334,66598.57,416,1623226.38,2024-10-28,15:00,Display Ad,college_students,Mumbai,traffic,active,campaign_csv,CAMP_ROW_001538
M001,CAMP001539,PROD000480,SKU000480,Fitness Edit Push,Instagram,226121,17349,222164.71,968,2356408.51,2024-11-02,20:00,Story,working_women,Bangalore,awareness,active,campaign_csv,CAMP_ROW_001539
M001,CAMP001540,PROD000001,SKU000001,Monsoon Must-Haves,WhatsApp,4511,524,451.52,74,66130.81,2024-08-07,21:00,WhatsApp Broadcast,college_students,Chennai,new_launch,completed,campaign_csv,CAMP_ROW_001540
M001,CAMP001541,PROD000043,SKU000043,Bangalore Fashion Drop,Email,10766,227,171.22,6,21956.38,2024-07-13,09:00,Email,family_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001541
M001,CAMP001542,PROD000261,SKU000261,Black Friday Mega Sale,WhatsApp,1734,193,73.18,18,32922.42,2024-09-02,21:00,WhatsApp Broadcast,family_buyers,Jaipur,awareness,completed,campaign_csv,CAMP_ROW_001542
M001,CAMP001543,PROD000310,SKU000310,Monsoon Must-Haves,Facebook,175628,6104,53106.98,340,522791.1,2024-02-22,21:00,Static Post,college_students,Bangalore,new_launch,paused,campaign_csv,CAMP_ROW_001543
M001,CAMP001544,PROD000221,SKU000221,New Arrivals Reel Blast,Facebook,220632,7599,143979.98,403,308056.29,2024-05-28,21:00,Story,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001544
M001,CAMP001545,PROD000392,SKU000392,Summer Essentials Campaign,Google Ads,107940,2184,22695.19,31,49396.39,2024-05-02,09:00,Search Ad,fitness_lifestyle,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001545
M001,CAMP001546,PROD000176,SKU000176,Back to Work Edit,Instagram,227312,13132,66341.46,696,434325.62,2024-03-08,12:00,Static Post,family_buyers,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_001546
M001,CAMP001547,PROD000022,SKU000022,Festive Gifting Guide,Facebook,93558,2381,43730.73,54,17707.45,2024-01-23,15:00,Static Post,working_women,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_001547
M001,CAMP001548,PROD000248,SKU000248,Independence Day Flash Sale,Email,10645,247,270.93,18,57291.69,2024-10-28,21:00,Email,college_students,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001548
M001,CAMP001549,PROD000328,SKU000328,Office Wear Edit,LinkedIn,809,18,602.55,0,0.0,2024-06-22,20:00,Static Post,young_professionals,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_001549
M001,CAMP001550,PROD000222,SKU000222,Weekend Comfort Sale,Facebook,256829,5796,54673.09,235,527817.32,2024-12-20,09:00,Static Post,college_students,Delhi,awareness,active,campaign_csv,CAMP_ROW_001550
M001,CAMP001551,PROD000354,SKU000354,Office Wear Edit,Instagram,36360,1949,13658.76,47,94270.0,2024-12-08,21:00,Story,college_students,Bangalore,new_launch,paused,campaign_csv,CAMP_ROW_001551
M001,CAMP001552,PROD000001,SKU000001,Republic Day Rush,WhatsApp,3530,394,424.56,24,22256.31,2024-12-26,19:00,WhatsApp Broadcast,college_students,Bangalore,traffic,active,campaign_csv,CAMP_ROW_001552
M001,CAMP001553,PROD000139,SKU000139,Festive Gifting Guide,Instagram,168720,11882,56532.12,263,909185.84,2024-03-16,21:00,Reel,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001553
M001,CAMP001554,PROD000078,SKU000078,New Arrivals Reel Blast,Facebook,162472,11703,267135.94,579,1454438.43,2024-01-09,20:00,Reel,family_buyers,Bangalore,conversions,paused,campaign_csv,CAMP_ROW_001554
M001,CAMP001555,PROD000208,SKU000208,Women's Day Special,Instagram,230758,9068,176584.17,464,381572.93,2024-10-15,19:00,Story,premium_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001555
M001,CAMP001556,PROD000442,SKU000442,Black Friday Mega Sale,Facebook,146564,7096,59547.65,402,1579374.63,2024-09-26,21:00,Story,college_students,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001556
M001,CAMP001557,PROD000275,SKU000275,New Arrivals Reel Blast,Facebook,244011,13215,85072.9,604,286903.6,2024-07-22,12:00,Carousel,streetwear_lovers,Bangalore,awareness,failed,campaign_csv,CAMP_ROW_001557
M001,CAMP001558,PROD000030,SKU000030,Office Wear Edit,Instagram,59064,2378,18460.04,130,471477.9,2024-08-28,20:00,Reel,family_buyers,Hyderabad,conversions,completed,campaign_csv,CAMP_ROW_001558
M001,CAMP001559,PROD000485,SKU000485,Diwali Streetwear Push,Email,25140,1230,592.55,84,173390.71,2024-07-24,15:00,Email,family_buyers,Bangalore,retargeting,active,campaign_csv,CAMP_ROW_001559
M001,CAMP001560,PROD000001,SKU000001,Bangalore Fashion Drop,Facebook,183836,11355,231135.53,514,433158.55,2024-06-30,20:00,Reel,college_students,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001560
M001,CAMP001561,PROD000001,SKU000001,Festive Gifting Guide,Facebook,90432,6023,57089.45,599,551523.95,2024-01-11,20:00,Story,college_students,Bangalore,traffic,failed,campaign_csv,CAMP_ROW_001561
M001,CAMP001562,PROD000152,SKU000152,Year End Clearance,Email,6464,147,180.85,8,14688.35,2024-02-02,12:00,Email,fitness_lifestyle,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_001562
M001,CAMP001563,PROD000479,SKU000479,Fitness Edit Push,Facebook,282320,21980,449014.92,1172,1487593.9,2024-11-15,20:00,Story,premium_buyers,Pune,retention,completed,campaign_csv,CAMP_ROW_001563
M001,CAMP001564,PROD000246,SKU000246,Back to Work Edit,Instagram,141787,3553,40294.88,210,654671.54,2024-08-25,18:00,Reel,family_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_001564
M001,CAMP001565,PROD000349,SKU000349,Summer Essentials Campaign,Facebook,204865,4934,105752.0,81,194518.08,2024-08-06,18:00,Story,college_students,Bangalore,retargeting,active,campaign_csv,CAMP_ROW_001565
M001,CAMP001566,PROD000172,SKU000172,New Arrivals Reel Blast,LinkedIn,630,6,272.66,0,0.0,2024-12-11,09:00,Static Post,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_001566
M001,CAMP001567,PROD000415,SKU000415,Weekend Wardrobe,Google Ads,170154,9465,359805.55,303,622611.54,2024-05-20,19:00,Search Ad,family_buyers,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_001567
M001,CAMP001568,PROD000253,SKU000253,Summer Essentials Campaign,Email,6953,212,47.16,10,47432.63,2024-07-14,19:00,Email,college_students,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_001568
M001,CAMP001569,PROD000338,SKU000338,Independence Day Flash Sale,WhatsApp,416,84,67.63,14,13813.52,2024-06-02,15:00,WhatsApp Broadcast,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001569
M001,CAMP001570,PROD000468,SKU000468,Repeat Buyer WhatsApp Push,Instagram,213855,3651,80751.74,82,321947.81,2024-06-15,15:00,Static Post,family_buyers,Jaipur,traffic,completed,campaign_csv,CAMP_ROW_001570
M001,CAMP001571,PROD000479,SKU000479,Black Friday Mega Sale,Facebook,171559,9428,72900.64,370,489944.88,2024-09-15,15:00,Static Post,premium_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001571
M001,CAMP001572,PROD000100,SKU000100,Weekend Comfort Sale,WhatsApp,1361,458,891.75,67,58700.12,2024-09-01,09:00,WhatsApp Broadcast,premium_buyers,Pune,conversions,completed,campaign_csv,CAMP_ROW_001572
M001,CAMP001573,PROD000307,SKU000307,Monsoon Must-Haves,Email,2790,113,85.67,5,9425.18,2024-10-04,19:00,Email,family_buyers,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_001573
M001,CAMP001574,PROD000099,SKU000099,Fitness Edit Push,Email,24134,385,345.13,18,40563.12,2024-11-08,12:00,Email,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_001574
M001,CAMP001575,PROD000315,SKU000315,Year End Clearance,Instagram,144112,6296,64431.22,328,1090504.14,2024-03-23,21:00,Reel,family_buyers,Pune,retention,completed,campaign_csv,CAMP_ROW_001575
