merchant_id,customer_id,customer_city,locality,pincode,region,customer_type,age_group,gender,signup_date,total_orders,lifetime_value,preferred_channel,last_purchase_date,source,source_row_id
M001,CUST000822,Mumbai,Andheri,400053,West,Returning,25-34,Female,2024-09-25,8,7834.11,Facebook,2024-01-20,customer_csv,CUST_ROW_000822
M001,CUST000823,Bangalore,Indiranagar,560038,South,Returning,18-24,Male,2023-03-01,15,15224.35,Instagram,2024-04-24,customer_csv,CUST_ROW_000823
M001,CUST000824,Mumbai,Thane,400601,West,Returning,18-24,Female,2024-05-02,15,9389.62,WhatsApp,2024-08-18,customer_csv,CUST_ROW_000824
M001,CUST000825,Hyderabad,Jubilee Hills,500033,South,Returning,25-34,Other,2024-04-10,18,20439.74,Instagram,2024-10-01,customer_csv,CUST_ROW_000825
M001,CUST000826,Hyderabad,Gachibowli,500032,South,New,35-44,Other,2024-02-02,3,1922.91,Instagram,2024-01-11,customer_csv,CUST_ROW_000826
M001,CUST000827,Bangalore,Marathahalli,560037,South,New,25-34,Female,2024-07-08,2,1387.49,Instagram,2024-11-16,customer_csv,CUST_ROW_000827
M001,CUST000828,Bangalore,JP Nagar,560078,South,Returning,25-34,Female,2024-03-30,15,11562.21,Facebook,2024-12-06,customer_csv,CUST_ROW_000828
M001,CUST000829,Bangalore,Bellandur,560103,South,Returning,18-24,Female,2024-08-05,9,10425.64,WhatsApp,2024-11-12,customer_csv,CUST_ROW_000829
M001,CUST000830,Bangalore,Electronic City,560100,South,Returning,35-44,Male,2024-10-21,12,6849.73,Instagram,2024-02-25,customer_csv,CUST_ROW_000830
M001,CUST000831,Bangalore,Electronic City,560100,South,New,35-44,Female,2024-09-30,4,901.77,Instagram,2024-10-09,customer_csv,CUST_ROW_000831
M001,CUST000832,Ahmedabad,Satellite,380015,West,Returning,45-54,Male,2023-07-31,15,12808.71,Instagram,2024-12-14,customer_csv,CUST_ROW_000832
M001,CUST000833,Bangalore,Whitefield,560066,South,Returning,25-34,Female,2023-06-04,16,10451.08,Instagram,2024-03-07,customer_csv,CUST_ROW_000833
M001,CUST000834,Jaipur,Mansarovar,302020,North,Returning,35-44,Female,2024-10-05,4,3763.81,WhatsApp,2024-02-13,customer_csv,CUST_ROW_000834
M001,CUST000835,Bangalore,Koramangala,560034,South,New,18-24,Female,2024-01-01,2,1143.58,Google Ads,2024-06-06,customer_csv,CUST_ROW_000835
M001,CUST000836,Chennai,Porur,600116,South,High-Value,25-34,Female,2024-05-01,53,105794.65,WhatsApp,2024-02-21,customer_csv,CUST_ROW_000836
M001,CUST000837,Pune,Hinjewadi,411057,West,New,18-24,Female,2024-02-24,2,961.66,Facebook,2024-12-24,customer_csv,CUST_ROW_000837
M001,CUST000838,Hyderabad,Banjara Hills,500034,South,Returning,18-24,Male,2023-02-10,7,7729.3,Facebook,2024-09-01,customer_csv,CUST_ROW_000838
M001,CUST000839,Bangalore,Koramangala,560034,South,Returning,55+,Male,2024-03-27,8,6062.93,Instagram,2024-09-08,customer_csv,CUST_ROW_000839
M001,CUST000840,Chennai,Anna Nagar,600040,South,High-Value,45-54,Male,2023-05-19,48,93673.65,Google Ads,2024-02-26,customer_csv,CUST_ROW_000840
M001,CUST000841,Hyderabad,Madhapur,500081,South,New,35-44,Female,2023-12-30,4,831.91,LinkedIn,2024-08-01,customer_csv,CUST_ROW_000841
M001,CUST000842,Chennai,Anna Nagar,600040,South,New,18-24,Female,2023-01-25,4,1437.14,Instagram,2024-11-28,customer_csv,CUST_ROW_000842
M001,CUST000843,Bangalore,Marathahalli,560037,South,New,55+,Male,2023-10-07,4,2118.82,Instagram,2024-01-17,customer_csv,CUST_ROW_000843
M001,CUST000844,Bangalore,Yelahanka,560064,South,New,25-34,Male,2023-07-24,4,1560.03,Instagram,2024-12-10,customer_csv,CUST_ROW_000844
M001,CUST000845,Bangalore,JP Nagar,560078,South,New,35-44,Female,2024-03-10,4,2214.56,Instagram,2024-06-26,customer_csv,CUST_ROW_000845
M001,CUST000846,Kochi,Kakkanad,682030,South,Returning,18-24,Female,2024-11-18,5,5221.9,LinkedIn,2024-09-17,customer_csv,CUST_ROW_000846
M001,CUST000847,Mumbai,Bandra,400050,West,High-Value,18-24,Male,2024-01-18,18,19112.59,Google Ads,2024-02-14,customer_csv,CUST_ROW_000847
M001,CUST000848,Mumbai,Andheri,400053,West,Returning,25-34,Female,2023-03-14,7,6063.43,Google Ads,2024-08-23,customer_csv,CUST_ROW_000848
M001,CUST000849,Bangalore,Jayanagar,560041,South,Returning,18-24,Male,2024-12-22,7,3917.32,WhatsApp,2024-02-11,customer_csv,CUST_ROW_000849
M001,CUST000850,Bangalore,Bellandur,560103,South,High-Value,18-24,Female,2023-08-27,36,31859.92,Instagram,2024-06-13,customer_csv,CUST_ROW_000850
M001,CUST000851,Bangalore,HSR Layout,560102,South,Returning,18-24,Other,2024-09-11,8,6202.95,WhatsApp,2024-10-30,customer_csv,CUST_ROW_000851
M001,CUST000852,Mumbai,Powai,400076,West,New,18-24,Male,2023-07-22,3,815.84,Facebook,2024-04-06,customer_csv,CUST_ROW_000852
M001,CUST000853,Delhi,Lajpat Nagar,110024,North,New,25-34,Other,2023-06-16,4,2070.59,Facebook,2024-11-03,customer_csv,CUST_ROW_000853
M001,CUST000854,Bangalore,MG Road,560001,South,New,25-34,Female,2023-09-04,1,527.42,Google Ads,2024-05-08,customer_csv,CUST_ROW_000854
M001,CUST000855,Bangalore,Whitefield,560066,South,New,18-24,Male,2023-03-03,4,959.9,WhatsApp,2024-08-16,customer_csv,CUST_ROW_000855
M001,CUST000856,Bangalore,Bellandur,560103,South,Returning,25-34,Female,2024-01-06,5,4276.8,WhatsApp,2024-06-12,customer_csv,CUST_ROW_000856
M001,CUST000857,Bangalore,Bellandur,560103,South,High-Value,25-34,Male,2024-05-15,50,86402.94,Email,2024-04-26,customer_csv,CUST_ROW_000857
M001,CUST000858,Bangalore,Koramangala,560034,South,Returning,25-34,Female,2023-11-29,15,11563.49,Email,2024-08-19,customer_csv,CUST_ROW_000858
M001,CUST000859,Bangalore,Bellandur,560103,South,Returning,25-34,Male,2023-05-23,13,9167.16,Email,2024-03-17,customer_csv,CUST_ROW_000859
M001,CUST000860,Bangalore,Koramangala,560034,South,Returning,35-44,Female,2023-06-04,8,4588.76,Instagram,2024-08-29,customer_csv,CUST_ROW_000860
M001,CUST000861,Bangalore,Jayanagar,560041,South,New,25-34,Male,2024-07-16,3,941.61,Facebook,2024-09-12,customer_csv,CUST_ROW_000861
M001,CUST000862,Bangalore,Whitefield,560066,South,Returning,35-44,Male,2023-04-19,5,5811.8,WhatsApp,2024-11-07,customer_csv,CUST_ROW_000862
M001,CUST000863,Bangalore,HSR Layout,560102,South,Returning,25-34,Male,2024-05-17,3,3496.46,WhatsApp,2024-06-22,customer_csv,CUST_ROW_000863
M001,CUST000864,Bangalore,MG Road,560001,South,Returning,25-34,Female,2024-06-26,12,8074.53,Facebook,2024-12-18,customer_csv,CUST_ROW_000864
M001,CUST000865,Chennai,Porur,600116,South,High-Value,18-24,Male,2024-03-03,41,47399.08,WhatsApp,2024-04-29,customer_csv,CUST_ROW_000865
M001,CUST000866,Chennai,Velachery,600042,South,Returning,25-34,Female,2023-12-06,9,10093.36,Google Ads,2024-11-19,customer_csv,CUST_ROW_000866
M001,CUST000867,Bangalore,HSR Layout,560102,South,Returning,25-34,Female,2023-09-13,18,15311.49,Email,2024-06-09,customer_csv,CUST_ROW_000867
M001,CUST000868,Bangalore,Indiranagar,560038,South,New,18-24,Male,2024-06-25,4,1725.38,Google Ads,2024-05-16,customer_csv,CUST_ROW_000868
M001,CUST000869,Bangalore,JP Nagar,560078,South,Returning,35-44,Male,2023-05-27,14,15095.06,Instagram,2024-05-06,customer_csv,CUST_ROW_000869
M001,CUST000870,Bangalore,Koramangala,560034,South,New,35-44,Female,2023-05-30,3,2035.0,Facebook,2024-06-09,customer_csv,CUST_ROW_000870
M001,CUST000871,Bangalore,Hebbal,560024,South,New,35-44,Male,2024-09-03,1,347.81,Instagram,2024-04-09,customer_csv,CUST_ROW_000871
M001,CUST000872,Bangalore,Hebbal,560024,South,New,35-44,Male,2023-01-12,3,991.48,Instagram,2024-01-13,customer_csv,CUST_ROW_000872
M001,CUST000873,Bangalore,MG Road,560001,South,Returning,18-24,Female,2023-06-01,17,15312.1,WhatsApp,2024-10-31,customer_csv,CUST_ROW_000873
M001,CUST000874,Bangalore,Jayanagar,560041,South,New,18-24,Male,2024-12-24,4,1369.53,Facebook,2024-06-14,customer_csv,CUST_ROW_000874
M001,CUST000875,Delhi,Connaught Place,110001,North,High-Value,25-34,Male,2023-11-19,58,100642.53,Email,2024-11-26,customer_csv,CUST_ROW_000875
M001,CUST000876,Bangalore,Whitefield,560066,South,New,35-44,Male,2023-10-17,3,1448.43,Facebook,2024-09-18,customer_csv,CUST_ROW_000876
M001,CUST000877,Bangalore,Bellandur,560103,South,Returning,25-34,Female,2023-05-24,7,3372.62,Instagram,2024-12-31,customer_csv,CUST_ROW_000877
M001,CUST000878,Bangalore,Jayanagar,560041,South,High-Value,25-34,Male,2023-03-13,73,108109.48,Instagram,2024-08-01,customer_csv,CUST_ROW_000878
M001,CUST000879,Bangalore,JP Nagar,560078,South,Returning,25-34,Male,2023-08-01,17,8963.22,WhatsApp,2024-05-13,customer_csv,CUST_ROW_000879
M001,CUST000880,Bangalore,Koramangala,560034,South,Returning,25-34,Male,2024-12-15,10,7829.55,Instagram,2024-04-29,customer_csv,CUST_ROW_000880
M001,CUST000881,Pune,Hadapsar,411028,West,New,25-34,Female,2024-02-10,1,455.12,Instagram,2024-01-13,customer_csv,CUST_ROW_000881
M001,CUST000882,Ahmedabad,Satellite,380015,West,New,18-24,Male,2023-08-24,4,814.3,WhatsApp,2024-10-24,customer_csv,CUST_ROW_000882
M001,CUST000883,Kochi,Kakkanad,682030,South,New,18-24,Male,2024-10-04,3,998.47,Instagram,2024-07-17,customer_csv,CUST_ROW_000883
M001,CUST000884,Bangalore,HSR Layout,560102,South,Returning,18-24,Male,2023-09-24,15,7430.01,Instagram,2024-01-15,customer_csv,CUST_ROW_000884
M001,CUST000885,Bangalore,MG Road,560001,South,Returning,35-44,Male,2023-04-26,4,2839.85,Instagram,2024-04-15,customer_csv,CUST_ROW_000885
M001,CUST000886,Bangalore,Yelahanka,560064,South,Returning,18-24,Female,2023-08-08,12,8265.01,Instagram,2024-11-16,customer_csv,CUST_ROW_000886
M001,CUST000887,Bangalore,Marathahalli,560037,South,New,18-24,Male,2023-07-05,3,909.53,Google Ads,2024-07-17,customer_csv,CUST_ROW_000887
M001,CUST000888,Jaipur,C Scheme,302001,North,Returning,18-24,Female,2024-07-28,12,12432.03,WhatsApp,2024-05-07,customer_csv,CUST_ROW_000888
M001,CUST000889,Bangalore,Indiranagar,560038,South,High-Value,45-54,Female,2023-01-12,45,107157.2,WhatsApp,2024-07-14,customer_csv,CUST_ROW_000889
M001,CUST000890,Pune,Koregaon Park,411001,West,New,18-24,Male,2024-03-09,3,714.15,Facebook,2024-01-12,customer_csv,CUST_ROW_000890
M001,CUST000891,Bangalore,Koramangala,560034,South,High-Value,25-34,Male,2023-07-29,25,59074.77,Email,2024-12-15,customer_csv,CUST_ROW_000891
M001,CUST000892,Jaipur,Vaishali Nagar,302021,North,New,18-24,Male,2024-08-16,3,1005.1,WhatsApp,2024-09-02,customer_csv,CUST_ROW_000892
M001,CUST000893,Bangalore,Bellandur,560103,South,New,18-24,Female,2023-01-31,1,448.71,Email,2024-07-30,customer_csv,CUST_ROW_000893
M001,CUST000894,Bangalore,Koramangala,560034,South,Returning,18-24,Male,2023-10-15,12,11701.16,Instagram,2024-05-16,customer_csv,CUST_ROW_000894
M001,CUST000895,Bangalore,Marathahalli,560037,South,High-Value,18-24,Female,2023-01-02,15,34274.78,Google Ads,2024-08-10,customer_csv,CUST_ROW_000895
M001,CUST000896,Bangalore,Bellandur,560103,South,Returning,18-24,Female,2023-02-18,12,8294.73,WhatsApp,2024-08-21,customer_csv,CUST_ROW_000896
M001,CUST000897,Kochi,Kakkanad,682030,South,New,45-54,Female,2024-07-07,2,720.71,Facebook,2024-07-27,customer_csv,CUST_ROW_000897
M001,CUST000898,Bangalore,JP Nagar,560078,South,New,55+,Female,2023-06-01,4,2151.42,Facebook,2024-08-09,customer_csv,CUST_ROW_000898
M001,CUST000899,Bangalore,Marathahalli,560037,South,High-Value,25-34,Male,2024-04-22,67,139446.81,Google Ads,2024-03-25,customer_csv,CUST_ROW_000899
M001,CUST000900,Chennai,Porur,600116,South,High-Value,55+,Male,2023-12-16,79,148171.27,Email,2024-10-20,customer_csv,CUST_ROW_000900
M001,CUST000901,Bangalore,HSR Layout,560102,South,High-Value,25-34,Female,2023-04-25,74,127634.79,Email,2024-10-21,customer_csv,CUST_ROW_000901
M001,CUST000902,Bangalore,Hebbal,560024,South,Returning,18-24,Male,2024-12-27,13,10287.47,Facebook,2024-07-10,customer_csv,CUST_ROW_000902
M001,CUST000903,Bangalore,JP Nagar,560078,South,Returning,35-44,Male,2023-12-26,16,15203.85,Google Ads,2024-04-25,customer_csv,CUST_ROW_000903
M001,CUST000904,Bangalore,Electronic City,560100,South,New,35-44,Female,2023-01-01,1,447.6,Google Ads,2024-12-21,customer_csv,CUST_ROW_000904
M001,CUST000905,Hyderabad,Jubilee Hills,500033,South,New,18-24,Female,2023-07-15,1,208.11,Instagram,2024-04-16,customer_csv,CUST_ROW_000905
M001,CUST000906,Bangalore,MG Road,560001,South,New,18-24,Other,2024-03-08,3,1592.38,Instagram,2024-11-01,customer_csv,CUST_ROW_000906
M001,CUST000907,Bangalore,JP Nagar,560078,South,New,25-34,Female,2024-05-04,1,539.56,Google Ads,2024-09-12,customer_csv,CUST_ROW_000907
M001,CUST000908,Bangalore,Koramangala,560034,South,New,25-34,Female,2024-07-05,1,411.35,Facebook,2024-06-28,customer_csv,CUST_ROW_000908
M001,CUST000909,Jaipur,Malviya Nagar,302017,North,New,55+,Female,2023-03-30,4,1304.31,Instagram,2024-05-05,customer_csv,CUST_ROW_000909
M001,CUST000910,Delhi,Dwarka,110075,North,New,25-34,Female,2024-04-25,1,361.44,Facebook,2024-12-26,customer_csv,CUST_ROW_000910
M001,CUST000911,Hyderabad,Secunderabad,500003,South,Returning,18-24,Male,2024-11-22,3,3445.29,Facebook,2024-09-14,customer_csv,CUST_ROW_000911
M001,CUST000912,Bangalore,Marathahalli,560037,South,Returning,25-34,Female,2024-10-31,4,2410.25,Instagram,2024-09-21,customer_csv,CUST_ROW_000912
M001,CUST000913,Bangalore,Electronic City,560100,South,New,18-24,Male,2023-12-06,4,1019.35,Instagram,2024-02-09,customer_csv,CUST_ROW_000913
M001,CUST000914,Bangalore,Electronic City,560100,South,New,25-34,Female,2024-10-31,2,1172.46,Instagram,2024-04-03,customer_csv,CUST_ROW_000914
M001,CUST000915,Bangalore,MG Road,560001,South,Returning,25-34,Female,2024-12-18,6,2887.38,Instagram,2024-11-05,customer_csv,CUST_ROW_000915
M001,CUST000916,Bangalore,Electronic City,560100,South,Returning,35-44,Male,2024-12-26,19,21244.88,Facebook,2024-10-05,customer_csv,CUST_ROW_000916
M001,CUST000917,Bangalore,Electronic City,560100,South,New,25-34,Female,2023-03-10,1,243.62,LinkedIn,2024-12-06,customer_csv,CUST_ROW_000917
M001,CUST000918,Bangalore,JP Nagar,560078,South,Returning,18-24,Female,2023-05-21,6,2515.72,Instagram,2024-04-05,customer_csv,CUST_ROW_000918
M001,CUST000919,Jaipur,Tonk Road,302018,North,New,18-24,Male,2024-11-03,2,982.12,Instagram,2024-01-21,customer_csv,CUST_ROW_000919
M001,CUST000920,Bangalore,Whitefield,560066,South,New,35-44,Male,2024-01-16,1,455.1,Instagram,2024-09-25,customer_csv,CUST_ROW_000920
M001,CUST000921,Kochi,Ernakulam,682011,South,New,35-44,Male,2023-09-07,4,2402.45,Instagram,2024-08-31,customer_csv,CUST_ROW_000921
M001,CUST000922,Bangalore,HSR Layout,560102,South,New,25-34,Female,2024-07-08,1,273.06,Instagram,2024-09-18,customer_csv,CUST_ROW_000922
M001,CUST000923,Bangalore,Indiranagar,560038,South,Returning,55+,Male,2023-06-18,10,9015.53,Facebook,2024-11-16,customer_csv,CUST_ROW_000923
M001,CUST000924,Bangalore,HSR Layout,560102,South,High-Value,25-34,Female,2023-02-13,51,108480.79,Instagram,2024-12-09,customer_csv,CUST_ROW_000924
M001,CUST000925,Chennai,Velachery,600042,South,Returning,35-44,Male,2023-05-11,18,16054.5,WhatsApp,2024-07-27,customer_csv,CUST_ROW_000925
M001,CUST000926,Bangalore,MG Road,560001,South,New,25-34,Male,2023-03-18,4,1999.64,Facebook,2024-10-14,customer_csv,CUST_ROW_000926
M001,CUST000927,Bangalore,Whitefield,560066,South,Returning,18-24,Male,2023-10-15,17,15642.27,Google Ads,2024-06-23,customer_csv,CUST_ROW_000927
M001,CUST000928,Bangalore,Hebbal,560024,South,Returning,45-54,Female,2024-04-26,19,15014.37,WhatsApp,2024-12-18,customer_csv,CUST_ROW_000928
M001,CUST000929,Bangalore,Hebbal,560024,South,High-Value,25-34,Female,2024-08-10,27,43142.16,Instagram,2024-09-07,customer_csv,CUST_ROW_000929
M001,CUST000930,Kochi,Fort Kochi,682001,South,Returning,18-24,Female,2023-10-05,12,10506.56,Instagram,2024-06-14,customer_csv,CUST_ROW_000930
M001,CUST000931,Hyderabad,Madhapur,500081,South,High-Value,18-24,Male,2024-11-23,62,78956.23,Email,2024-12-08,customer_csv,CUST_ROW_000931
M001,CUST000932,Pune,Viman Nagar,411014,West,New,35-44,Female,2024-07-20,3,906.7,Facebook,2024-09-23,customer_csv,CUST_ROW_000932
M001,CUST000933,Bangalore,Bellandur,560103,South,Returning,18-24,Male,2024-09-04,13,7104.01,WhatsApp,2024-09-11,customer_csv,CUST_ROW_000933
M001,CUST000934,Bangalore,JP Nagar,560078,South,Returning,18-24,Female,2024-07-04,13,6721.94,WhatsApp,2024-05-09,customer_csv,CUST_ROW_000934
M001,CUST000935,Bangalore,JP Nagar,560078,South,High-Value,55+,Male,2023-07-13,42,99845.33,Email,2024-10-08,customer_csv,CUST_ROW_000935
M001,CUST000936,Bangalore,Marathahalli,560037,South,Returning,25-34,Male,2024-03-13,18,15771.91,Facebook,2024-07-17,customer_csv,CUST_ROW_000936
M001,CUST000937,Bangalore,Whitefield,560066,South,New,25-34,Female,2023-02-25,1,623.59,Instagram,2024-10-07,customer_csv,CUST_ROW_000937
M001,CUST000938,Bangalore,Whitefield,560066,South,Returning,45-54,Female,2023-07-29,4,4452.2,WhatsApp,2024-01-06,customer_csv,CUST_ROW_000938
M001,CUST000939,Bangalore,Yelahanka,560064,South,Returning,18-24,Male,2023-08-14,11,12565.09,Facebook,2024-05-01,customer_csv,CUST_ROW_000939
M001,CUST000940,Bangalore,Hebbal,560024,South,Returning,35-44,Male,2024-01-28,9,7500.32,Instagram,2024-03-23,customer_csv,CUST_ROW_000940
M001,CUST000941,Bangalore,Bellandur,560103,South,Returning,55+,Female,2023-05-08,6,3581.73,Facebook,2024-05-03,customer_csv,CUST_ROW_000941
M001,CUST000942,Bangalore,Whitefield,560066,South,High-Value,45-54,Male,2023-01-04,40,77638.99,WhatsApp,2024-11-03,customer_csv,CUST_ROW_000942
M001,CUST000943,Jaipur,Vaishali Nagar,302021,North,New,35-44,Male,2024-03-30,4,1100.77,LinkedIn,2024-11-10,customer_csv,CUST_ROW_000943
M001,CUST000944,Mumbai,Thane,400601,West,Returning,18-24,Female,2024-03-23,19,12802.79,Instagram,2024-09-16,customer_csv,CUST_ROW_000944
M001,CUST000945,Bangalore,Electronic City,560100,South,Returning,25-34,Female,2024-09-07,15,8020.58,Facebook,2024-04-21,customer_csv,CUST_ROW_000945
M001,CUST000946,Bangalore,JP Nagar,560078,South,New,35-44,Female,2024-01-24,4,2721.31,WhatsApp,2024-10-15,customer_csv,CUST_ROW_000946
M001,CUST000947,Bangalore,Bellandur,560103,South,New,35-44,Male,2024-08-08,3,1139.28,Instagram,2024-08-11,customer_csv,CUST_ROW_000947
M001,CUST000948,Ahmedabad,Navrangpura,380009,West,Returning,25-34,Male,2023-09-24,18,9476.61,Instagram,2024-10-26,customer_csv,CUST_ROW_000948
M001,CUST000949,Bangalore,Yelahanka,560064,South,Returning,18-24,Male,2024-01-26,14,6137.36,Instagram,2024-12-28,customer_csv,CUST_ROW_000949
M001,CUST000950,Delhi,Karol Bagh,110005,North,Returning,18-24,Male,2023-09-19,17,8826.8,Instagram,2024-08-11,customer_csv,CUST_ROW_000950
M001,CUST000951,Bangalore,Whitefield,560066,South,New,25-34,Female,2023-08-26,1,510.47,Facebook,2024-03-31,customer_csv,CUST_ROW_000951
M001,CUST000952,Bangalore,Electronic City,560100,South,High-Value,45-54,Male,2023-07-20,19,17376.44,Instagram,2024-04-01,customer_csv,CUST_ROW_000952
M001,CUST000953,Bangalore,Electronic City,560100,South,Returning,25-34,Male,2024-06-30,8,4772.14,Instagram,2024-03-28,customer_csv,CUST_ROW_000953
M001,CUST000954,Kochi,Ernakulam,682011,South,Returning,45-54,Male,2023-06-21,4,3101.01,Email,2024-05-03,customer_csv,CUST_ROW_000954
M001,CUST000955,Chennai,Porur,600116,South,Returning,25-34,Female,2024-12-28,6,5824.46,Instagram,2024-11-06,customer_csv,CUST_ROW_000955
M001,CUST000956,Delhi,Dwarka,110075,North,New,18-24,Female,2024-05-16,4,1900.63,WhatsApp,2024-09-25,customer_csv,CUST_ROW_000956
M001,CUST000957,Bangalore,MG Road,560001,South,High-Value,25-34,Female,2024-02-19,42,70975.79,WhatsApp,2024-09-14,customer_csv,CUST_ROW_000957
M001,CUST000958,Pune,Koregaon Park,411001,West,New,25-34,Male,2023-11-02,1,502.2,Facebook,2024-07-11,customer_csv,CUST_ROW_000958
M001,CUST000959,Bangalore,Koramangala,560034,South,New,18-24,Male,2024-03-21,2,849.94,Facebook,2024-03-12,customer_csv,CUST_ROW_000959
M001,CUST000960,Bangalore,Marathahalli,560037,South,New,18-24,Female,2024-03-25,3,1330.16,Facebook,2024-08-26,customer_csv,CUST_ROW_000960
M001,CUST000961,Bangalore,HSR Layout,560102,South,Returning,25-34,Male,2023-05-30,6,3818.01,Instagram,2024-08-26,customer_csv,CUST_ROW_000961
M001,CUST000962,Ahmedabad,Navrangpura,380009,West,Returning,25-34,Female,2024-05-03,4,4588.73,Email,2024-09-02,customer_csv,CUST_ROW_000962
M001,CUST000963,Bangalore,Jayanagar,560041,South,New,45-54,Male,2023-04-14,2,1144.34,Facebook,2024-01-31,customer_csv,CUST_ROW_000963
M001,CUST000964,Bangalore,HSR Layout,560102,South,Returning,25-34,Male,2023-12-09,17,11518.19,Facebook,2024-07-07,customer_csv,CUST_ROW_000964
M001,CUST000965,Bangalore,Hebbal,560024,South,Returning,45-54,Female,2024-03-19,19,8149.57,WhatsApp,2024-10-16,customer_csv,CUST_ROW_000965
M001,CUST000966,Bangalore,Whitefield,560066,South,High-Value,25-34,Female,2024-03-26,44,45967.57,LinkedIn,2024-04-10,customer_csv,CUST_ROW_000966
M001,CUST000967,Bangalore,JP Nagar,560078,South,New,18-24,Male,2023-01-13,2,594.49,Facebook,2024-08-01,customer_csv,CUST_ROW_000967
M001,CUST000968,Pune,Kothrud,411038,West,Returning,18-24,Female,2023-01-01,5,2653.57,Instagram,2024-09-04,customer_csv,CUST_ROW_000968
M001,CUST000969,Hyderabad,Jubilee Hills,500033,South,High-Value,18-24,Female,2023-04-27,20,38760.18,Google Ads,2024-06-24,customer_csv,CUST_ROW_000969
M001,CUST000970,Bangalore,Jayanagar,560041,South,High-Value,55+,Male,2024-07-25,80,184927.16,Google Ads,2024-06-18,customer_csv,CUST_ROW_000970
M001,CUST000971,Bangalore,Jayanagar,560041,South,Returning,35-44,Female,2024-08-26,19,17975.54,Email,2024-05-05,customer_csv,CUST_ROW_000971
M001,CUST000972,Bangalore,Koramangala,560034,South,Returning,18-24,Female,2023-11-04,18,21207.76,Google Ads,2024-01-27,customer_csv,CUST_ROW_000972
M001,CUST000973,Kolkata,Ballygunge,700019,East,New,18-24,Male,2023-08-13,2,864.35,Instagram,2024-02-20,customer_csv,CUST_ROW_000973
M001,CUST000974,Kochi,Edapally,682024,South,Returning,25-34,Female,2023-11-03,5,2969.98,WhatsApp,2024-12-05,customer_csv,CUST_ROW_000974
M001,CUST000975,Bangalore,Jayanagar,560041,South,High-Value,18-24,Male,2024-03-18,29,43621.19,Google Ads,2024-06-19,customer_csv,CUST_ROW_000975
M001,CUST000976,Delhi,Rohini,110085,North,New,45-54,Female,2024-02-10,2,805.32,Email,2024-05-26,customer_csv,CUST_ROW_000976
M001,CUST000977,Bangalore,Whitefield,560066,South,New,25-34,Female,2023-03-26,1,241.05,WhatsApp,2024-01-05,customer_csv,CUST_ROW_000977
M001,CUST000978,Bangalore,JP Nagar,560078,South,Returning,18-24,Other,2024-12-15,7,8354.29,Instagram,2024-03-31,customer_csv,CUST_ROW_000978
M001,CUST000979,Bangalore,Marathahalli,560037,South,High-Value,25-34,Female,2024-12-17,55,106276.44,Instagram,2024-03-25,customer_csv,CUST_ROW_000979
M001,CUST000980,Chennai,T Nagar,600017,South,New,25-34,Other,2024-09-21,1,610.71,Instagram,2024-03-28,customer_csv,CUST_ROW_000980
M001,CUST000981,Jaipur,Malviya Nagar,302017,North,New,18-24,Female,2023-03-15,3,807.92,Facebook,2024-05-13,customer_csv,CUST_ROW_000981
M001,CUST000982,Bangalore,Bellandur,560103,South,Returning,25-34,Male,2023-10-18,4,2858.86,Facebook,2024-03-24,customer_csv,CUST_ROW_000982
M001,CUST000983,Jaipur,Mansarovar,302020,North,High-Value,25-34,Female,2024-02-15,63,136826.04,Facebook,2024-06-07,customer_csv,CUST_ROW_000983
M001,CUST000984,Hyderabad,Gachibowli,500032,South,Returning,35-44,Male,2023-03-02,6,3108.86,Google Ads,2024-03-05,customer_csv,CUST_ROW_000984
M001,CUST000985,Bangalore,Indiranagar,560038,South,New,25-34,Male,2023-09-02,4,1670.67,Instagram,2024-11-25,customer_csv,CUST_ROW_000985
M001,CUST000986,Kochi,Fort Kochi,682001,South,New,35-44,Female,2024-11-02,1,382.1,Instagram,2024-06-25,customer_csv,CUST_ROW_000986
M001,CUST000987,Bangalore,Koramangala,560034,South,High-Value,35-44,Male,2024-05-24,69,132422.04,WhatsApp,2024-12-29,customer_csv,CUST_ROW_000987
M001,CUST000988,Jaipur,Vaishali Nagar,302021,North,High-Value,35-44,Female,2024-11-05,50,121435.53,LinkedIn,2024-12-24,customer_csv,CUST_ROW_000988
M001,CUST000989,Bangalore,Whitefield,560066,South,High-Value,25-34,Female,2023-12-09,28,24400.41,Instagram,2024-09-19,customer_csv,CUST_ROW_000989
M001,CUST000990,Bangalore,Marathahalli,560037,South,High-Value,35-44,Male,2023-01-10,56,112521.97,Google Ads,2024-07-09,customer_csv,CUST_ROW_000990
M001,CUST000991,Bangalore,Indiranagar,560038,South,Returning,35-44,Female,2023-08-05,7,4662.1,WhatsApp,2024-09-15,customer_csv,CUST_ROW_000991
M001,CUST000992,Bangalore,JP Nagar,560078,South,High-Value,55+,Female,2024-09-18,35,53878.79,Google Ads,2024-01-21,customer_csv,CUST_ROW_000992
M001,CUST000993,Bangalore,Bellandur,560103,South,Returning,18-24,Other,2024-04-12,4,2510.35,Instagram,2024-10-28,customer_csv,CUST_ROW_000993
M001,CUST000994,Bangalore,Indiranagar,560038,South,Returning,45-54,Female,2024-09-15,10,11384.72,Email,2024-04-24,customer_csv,CUST_ROW_000994
M001,CUST000995,Bangalore,Marathahalli,560037,South,High-Value,45-54,Female,2024-11-15,42,61789.62,Instagram,2024-04-27,customer_csv,CUST_ROW_000995
