merchant_id,content_id,campaign_id,product_id,sku,channel,content_type,caption_angle,scheduled_datetime,published_datetime,engagements,likes,comments,shares,saves,clicks,conversions,status,source,source_row_id
M001,CONT000372,CAMP003340,PROD000416,SKU000416,Email,Email,comfort,2024-07-03 22:19:19,2024-07-03 22:21:19,1119,634,40,61,64,202,9,published,content_calendar_csv,CONT_ROW_000372
M001,CONT000373,CAMP002203,PROD000489,SKU000489,LinkedIn,Static Post,comfort,2024-12-09 17:30:45,2024-12-09 17:31:45,36,19,2,2,1,1,0,published,content_calendar_csv,CONT_ROW_000373
M001,CONT000374,CAMP002174,PROD000226,SKU000226,LinkedIn,Carousel,everyday_style,2024-04-03 10:29:36,2024-04-03 11:02:36,582,243,32,28,54,13,0,published,content_calendar_csv,CONT_ROW_000374
M001,CONT000375,CAMP004498,PROD000235,SKU000235,WhatsApp,WhatsApp Broadcast,social_proof,2024-03-04 02:09:20,2024-03-04 03:09:20,593,395,25,23,71,174,20,published,content_calendar_csv,CONT_ROW_000375
M001,CONT000376,CAMP002157,PROD000053,SKU000053,LinkedIn,Static Post,social_proof,2024-03-27 03:04:51,2024-03-27 04:18:51,443,189,18,8,16,16,0,published,content_calendar_csv,CONT_ROW_000376
M001,CONT000377,CAMP000024,PROD000069,SKU000069,LinkedIn,Carousel,premium,2024-11-12 08:37:51,2024-11-12 10:17:51,1628,961,70,76,109,77,4,published,content_calendar_csv,CONT_ROW_000377
M001,CONT000378,CAMP000029,PROD000444,SKU000444,WhatsApp,WhatsApp Broadcast,limited_stock,2024-05-27 05:29:00,2024-05-27 07:24:00,559,328,36,37,29,188,10,published,content_calendar_csv,CONT_ROW_000378
M001,CONT000379,CAMP001394,PROD000028,SKU000028,Email,Email,discount,2024-01-24 15:33:25,2024-01-24 15:42:25,849,545,50,48,29,74,5,published,content_calendar_csv,CONT_ROW_000379
M001,CONT000380,NA,PROD000175,SKU000175,WhatsApp,WhatsApp Broadcast,utility,2024-10-12 06:37:37,2024-10-12 07:17:37,698,483,37,43,34,239,49,published,content_calendar_csv,CONT_ROW_000380
M001,CONT000381,CAMP001855,PROD000001,SKU000001,Email,Email,premium,2024-06-22 03:18:49,2024-06-22 03:48:49,439,303,41,32,20,66,6,published,content_calendar_csv,CONT_ROW_000381
M001,CONT000382,CAMP001928,PROD000074,SKU000074,Instagram,Story,festive,2024-02-03 16:21:01,2024-02-03 17:58:01,4394,1793,505,87,586,133,5,published,content_calendar_csv,CONT_ROW_000382
M001,CONT000383,CAMP000332,PROD000064,SKU000064,Facebook,Story,premium,2024-05-21 22:33:24,2024-05-22 00:32:24,1349,640,127,61,96,40,0,published,content_calendar_csv,CONT_ROW_000383
M001,CONT000384,CAMP001568,PROD000253,SKU000253,Email,Email,comfort,2024-06-29 17:10:03,2024-06-29 17:16:03,1844,772,200,83,70,338,14,published,content_calendar_csv,CONT_ROW_000384
M001,CONT000385,NA,PROD000237,SKU000237,Instagram,Story,discount,2024-03-20 06:55:06,2024-03-20 07:13:06,4474,2466,493,217,267,181,11,failed,content_calendar_csv,CONT_ROW_000385
M001,CONT000386,CAMP002559,PROD000002,SKU000002,Facebook,Static Post,discount,2024-03-13 03:13:25,2024-03-13 03:50:25,322,168,23,13,14,30,0,cancelled,content_calendar_csv,CONT_ROW_000386
M001,CONT000387,CAMP003454,PROD000304,SKU000304,WhatsApp,WhatsApp Broadcast,limited_stock,2024-01-23 22:35:20,2024-01-24 00:00:20,357,159,31,12,46,78,13,published,content_calendar_csv,CONT_ROW_000387
M001,CONT000388,CAMP000714,PROD000234,SKU000234,LinkedIn,Carousel,discount,2024-07-05 03:14:18,2024-07-05 03:34:18,202,123,13,13,8,7,0,scheduled,content_calendar_csv,CONT_ROW_000388
M001,CONT000389,CAMP003253,PROD000361,SKU000361,LinkedIn,Carousel,discount,2024-03-17 15:27:18,2024-03-17 16:14:18,670,410,36,31,57,47,1,published,content_calendar_csv,CONT_ROW_000389
M001,CONT000390,CAMP000715,PROD000071,SKU000071,Instagram,Carousel,new_launch,2024-07-05 19:06:12,2024-07-05 20:55:12,13171,6314,872,539,1676,367,10,published,content_calendar_csv,CONT_ROW_000390
M001,CONT000391,CAMP001949,PROD000322,SKU000322,Facebook,Reel,discount,2024-08-19 20:06:50,2024-08-19 21:42:50,2935,2047,267,225,243,93,6,published,content_calendar_csv,CONT_ROW_000391
M001,CONT000392,CAMP004505,PROD000314,SKU000314,LinkedIn,Static Post,utility,2024-11-20 14:47:14,2024-11-20 14:50:14,1128,455,127,89,46,72,2,cancelled,content_calendar_csv,CONT_ROW_000392
M001,CONT000393,CAMP000176,PROD000082,SKU000082,LinkedIn,Carousel,discount,2024-04-25 12:55:48,2024-04-25 14:22:48,294,167,14,13,16,22,0,published,content_calendar_csv,CONT_ROW_000393
M001,CONT000394,CAMP003779,PROD000001,SKU000001,Facebook,Reel,utility,2024-04-28 19:03:18,2024-04-28 19:13:18,5138,2553,215,385,179,250,16,published,content_calendar_csv,CONT_ROW_000394
M001,CONT000395,CAMP000634,PROD000188,SKU000188,Email,Email,premium,2024-07-16 12:10:01,2024-07-16 12:23:01,2880,1951,107,121,99,520,29,published,content_calendar_csv,CONT_ROW_000395
M001,CONT000396,CAMP003304,PROD000201,SKU000201,Email,Email,discount,2024-07-13 02:57:23,2024-07-13 03:35:23,653,282,70,29,90,70,3,published,content_calendar_csv,CONT_ROW_000396
M001,CONT000397,CAMP003055,PROD000060,SKU000060,WhatsApp,WhatsApp Broadcast,limited_stock,2024-05-06 23:35:43,2024-05-06 23:37:43,567,287,47,17,26,67,11,published,content_calendar_csv,CONT_ROW_000397
M001,CONT000398,CAMP002337,PROD000001,SKU000001,LinkedIn,Static Post,new_launch,2024-10-31 05:19:01,2024-10-31 06:19:01,248,119,12,19,18,7,0,scheduled,content_calendar_csv,CONT_ROW_000398
M001,CONT000399,CAMP000954,PROD000442,SKU000442,LinkedIn,Static Post,festive,2024-11-08 13:43:34,2024-11-08 14:53:34,88,50,10,6,10,8,0,scheduled,content_calendar_csv,CONT_ROW_000399
M001,CONT000400,CAMP002559,PROD000002,SKU000002,LinkedIn,Carousel,everyday_style,2024-06-29 20:07:30,2024-06-29 22:03:30,544,224,32,32,75,47,3,published,content_calendar_csv,CONT_ROW_000400
M001,CONT000401,CAMP000393,PROD000209,SKU000209,Email,Email,everyday_style,2024-04-19 12:24:52,2024-04-19 13:13:52,1690,1004,171,80,142,258,24,published,content_calendar_csv,CONT_ROW_000401
M001,CONT000402,CAMP002680,PROD000100,SKU000100,WhatsApp,WhatsApp Broadcast,new_launch,2024-08-24 06:40:44,2024-08-24 08:32:44,178,117,18,4,6,38,8,published,content_calendar_csv,CONT_ROW_000402
M001,CONT000403,CAMP002859,PROD000203,SKU000203,Instagram,Story,limited_stock,2024-08-15 12:19:29,2024-08-15 13:02:29,4666,2280,296,197,686,226,6,published,content_calendar_csv,CONT_ROW_000403
M001,CONT000404,CAMP002686,PROD000248,SKU000248,LinkedIn,Static Post,discount,2024-12-16 16:16:58,2024-12-16 16:42:58,1141,675,96,29,42,99,5,published,content_calendar_csv,CONT_ROW_000404
M001,CONT000405,NA,PROD000004,SKU000004,Instagram,Reel,festive,2024-10-05 16:55:59,2024-10-05 18:37:59,14709,8156,1513,841,539,683,21,scheduled,content_calendar_csv,CONT_ROW_000405
M001,CONT000406,CAMP000042,PROD000002,SKU000002,Facebook,Story,new_launch,2024-07-23 01:16:43,2024-07-23 02:54:43,1727,896,64,118,244,165,11,cancelled,content_calendar_csv,CONT_ROW_000406
M001,CONT000407,CAMP001554,PROD000078,SKU000078,WhatsApp,WhatsApp Broadcast,limited_stock,2024-06-16 02:22:39,2024-06-16 03:56:39,221,142,23,9,19,55,12,failed,content_calendar_csv,CONT_ROW_000407
M001,CONT000408,CAMP004976,PROD000183,SKU000183,LinkedIn,Carousel,premium,2024-07-15 15:14:44,2024-07-15 16:16:44,1039,583,66,36,126,93,4,published,content_calendar_csv,CONT_ROW_000408
M001,CONT000409,CAMP000737,PROD000060,SKU000060,Facebook,Static Post,lifestyle,2024-03-08 18:14:38,2024-03-08 19:53:38,682,327,75,27,65,40,1,published,content_calendar_csv,CONT_ROW_000409
M001,CONT000410,CAMP002437,PROD000356,SKU000356,LinkedIn,Carousel,festive,2024-02-20 02:20:20,2024-02-20 03:33:20,1507,932,75,58,107,126,1,published,content_calendar_csv,CONT_ROW_000410
M001,CONT000411,CAMP001192,PROD000443,SKU000443,LinkedIn,Static Post,utility,2024-05-02 03:35:02,2024-05-02 05:31:02,1902,1138,201,73,243,180,6,scheduled,content_calendar_csv,CONT_ROW_000411
M001,CONT000412,CAMP004171,PROD000117,SKU000117,Facebook,Static Post,new_launch,2024-11-14 20:51:49,2024-11-14 22:35:49,845,474,57,54,97,62,3,published,content_calendar_csv,CONT_ROW_000412
M001,CONT000413,CAMP003193,PROD000267,SKU000267,WhatsApp,WhatsApp Broadcast,festive,2024-02-02 13:41:39,2024-02-02 15:37:39,603,353,26,46,36,76,10,published,content_calendar_csv,CONT_ROW_000413
M001,CONT000414,CAMP002819,PROD000045,SKU000045,LinkedIn,Carousel,festive,2024-09-16 04:25:34,2024-09-16 05:18:34,1707,765,83,62,56,48,1,published,content_calendar_csv,CONT_ROW_000414
M001,CONT000415,CAMP001204,PROD000195,SKU000195,Instagram,Carousel,comfort,2024-11-07 13:56:03,2024-11-07 13:57:03,2531,1536,207,103,276,170,6,published,content_calendar_csv,CONT_ROW_000415
M001,CONT000416,CAMP000886,PROD000045,SKU000045,LinkedIn,Static Post,premium,2024-06-12 14:36:37,2024-06-12 14:39:37,351,216,29,18,45,26,1,published,content_calendar_csv,CONT_ROW_000416
M001,CONT000417,CAMP004712,PROD000233,SKU000233,Facebook,Static Post,discount,2024-11-26 13:36:45,2024-11-26 14:51:45,967,596,85,21,51,57,2,published,content_calendar_csv,CONT_ROW_000417
M001,CONT000418,CAMP000757,PROD000351,SKU000351,Email,Email,everyday_style,2024-01-13 00:43:45,2024-01-13 02:38:45,1545,741,86,78,201,187,10,scheduled,content_calendar_csv,CONT_ROW_000418
M001,CONT000419,CAMP001343,PROD000277,SKU000277,WhatsApp,WhatsApp Broadcast,limited_stock,2024-04-30 13:21:20,2024-04-30 14:32:20,673,302,51,30,49,119,22,published,content_calendar_csv,CONT_ROW_000419
M001,CONT000420,CAMP002758,PROD000320,SKU000320,Instagram,Reel,premium,2024-07-21 09:27:52,2024-07-21 10:52:52,8568,5822,820,351,860,821,48,published,content_calendar_csv,CONT_ROW_000420
M001,CONT000421,CAMP001533,PROD000154,SKU000154,Instagram,Static Post,everyday_style,2024-12-23 00:42:34,2024-12-23 02:15:34,2586,1175,84,163,244,247,8,published,content_calendar_csv,CONT_ROW_000421
M001,CONT000422,NA,PROD000347,SKU000347,Email,Email,utility,2024-02-10 06:15:26,2024-02-10 07:38:26,1546,692,121,61,75,201,21,published,content_calendar_csv,CONT_ROW_000422
M001,CONT000423,CAMP003657,PROD000185,SKU000185,Facebook,Static Post,comfort,2024-04-13 16:47:28,2024-04-13 18:14:28,1922,831,127,50,133,68,1,published,content_calendar_csv,CONT_ROW_000423
M001,CONT000424,CAMP001058,PROD000050,SKU000050,WhatsApp,WhatsApp Broadcast,limited_stock,2024-10-06 10:40:21,2024-10-06 11:25:21,555,372,49,43,51,60,10,published,content_calendar_csv,CONT_ROW_000424
M001,CONT000425,CAMP004818,PROD000440,SKU000440,Facebook,Reel,social_proof,2024-12-17 06:08:47,2024-12-17 08:01:47,1079,443,59,80,52,105,5,published,content_calendar_csv,CONT_ROW_000425
M001,CONT000426,CAMP004395,PROD000226,SKU000226,LinkedIn,Carousel,discount,2024-07-26 19:27:59,2024-07-26 20:38:59,751,428,77,40,52,49,1,published,content_calendar_csv,CONT_ROW_000426
M001,CONT000427,NA,PROD000044,SKU000044,Facebook,Carousel,everyday_style,2024-07-15 19:49:40,2024-07-15 21:01:40,4131,2442,304,153,416,236,5,published,content_calendar_csv,CONT_ROW_000427
M001,CONT000428,CAMP002435,PROD000025,SKU000025,WhatsApp,WhatsApp Broadcast,comfort,2024-01-13 07:22:22,2024-01-13 09:12:22,399,202,38,8,30,45,10,published,content_calendar_csv,CONT_ROW_000428
M001,CONT000429,CAMP000987,PROD000285,SKU000285,Email,Email,social_proof,2024-06-11 13:29:50,2024-06-11 13:46:50,1350,819,119,50,44,144,14,published,content_calendar_csv,CONT_ROW_000429
M001,CONT000430,NA,PROD000121,SKU000121,LinkedIn,Static Post,festive,2024-09-11 13:56:12,2024-09-11 14:39:12,1239,707,50,67,173,97,1,scheduled,content_calendar_csv,CONT_ROW_000430
M001,CONT000431,CAMP003828,PROD000200,SKU000200,Email,Email,lifestyle,2024-08-27 23:09:09,2024-08-27 23:14:09,1649,766,132,52,221,112,9,published,content_calendar_csv,CONT_ROW_000431
M001,CONT000432,CAMP004050,PROD000002,SKU000002,Instagram,Reel,new_launch,2024-01-10 01:09:50,2024-01-10 01:15:50,6375,3833,424,485,678,230,10,published,content_calendar_csv,CONT_ROW_000432
M001,CONT000433,CAMP003653,PROD000361,SKU000361,WhatsApp,WhatsApp Broadcast,limited_stock,2024-03-31 16:13:21,2024-03-31 16:54:21,218,106,22,11,15,32,2,published,content_calendar_csv,CONT_ROW_000433
M001,CONT000434,CAMP001890,PROD000117,SKU000117,Email,Email,discount,2024-04-28 17:54:53,2024-04-28 19:08:53,2389,1380,236,162,164,150,15,published,content_calendar_csv,CONT_ROW_000434
M001,CONT000435,CAMP003691,PROD000193,SKU000193,Email,Email,everyday_style,2024-07-15 23:28:54,2024-07-16 01:02:54,1981,1263,118,58,275,184,10,published,content_calendar_csv,CONT_ROW_000435
M001,CONT000436,NA,PROD000425,SKU000425,Facebook,Carousel,discount,2024-03-01 14:19:56,2024-03-01 15:15:56,6702,3897,221,245,330,144,2,published,content_calendar_csv,CONT_ROW_000436
M001,CONT000437,CAMP000162,PROD000273,SKU000273,LinkedIn,Carousel,lifestyle,2024-07-14 19:16:34,2024-07-14 20:48:34,276,182,11,9,9,7,0,published,content_calendar_csv,CONT_ROW_000437
M001,CONT000438,CAMP000659,PROD000134,SKU000134,Facebook,Carousel,new_launch,2024-03-06 15:16:30,2024-03-06 17:06:30,4942,2518,563,238,274,325,10,published,content_calendar_csv,CONT_ROW_000438
M001,CONT000439,CAMP002297,PROD000001,SKU000001,Email,Email,limited_stock,2024-03-21 13:03:00,2024-03-21 14:39:00,1872,800,79,51,125,328,22,published,content_calendar_csv,CONT_ROW_000439
M001,CONT000440,CAMP001558,PROD000030,SKU000030,Facebook,Static Post,utility,2024-02-03 23:56:18,2024-02-03 23:56:18,251,132,28,17,16,19,0,published,content_calendar_csv,CONT_ROW_000440
M001,CONT000441,CAMP002034,PROD000115,SKU000115,Instagram,Static Post,premium,2024-01-13 15:46:23,2024-01-13 17:01:23,2987,1929,151,236,328,116,6,published,content_calendar_csv,CONT_ROW_000441
M001,CONT000442,CAMP001315,PROD000123,SKU000123,Instagram,Static Post,social_proof,2024-04-10 18:18:58,2024-04-10 18:58:58,943,504,73,48,72,24,1,published,content_calendar_csv,CONT_ROW_000442
M001,CONT000443,NA,PROD000438,SKU000438,WhatsApp,WhatsApp Broadcast,everyday_style,2024-06-25 02:13:41,2024-06-25 02:33:41,542,307,23,16,55,157,34,published,content_calendar_csv,CONT_ROW_000443
M001,CONT000444,CAMP001511,PROD000290,SKU000290,WhatsApp,WhatsApp Broadcast,lifestyle,2024-04-01 20:44:19,2024-04-01 21:31:19,116,79,5,3,5,35,3,published,content_calendar_csv,CONT_ROW_000444
M001,CONT000445,CAMP004733,PROD000073,SKU000073,Instagram,Static Post,limited_stock,2024-03-16 10:45:03,2024-03-16 10:45:03,649,420,41,50,62,36,1,failed,content_calendar_csv,CONT_ROW_000445
M001,CONT000446,CAMP001246,PROD000001,SKU000001,WhatsApp,WhatsApp Broadcast,discount,2024-07-12 00:06:39,2024-07-12 01:58:39,556,366,54,35,30,69,8,published,content_calendar_csv,CONT_ROW_000446
M001,CONT000447,CAMP002217,PROD000284,SKU000284,Instagram,Reel,utility,2024-03-07 23:01:10,2024-03-08 00:40:10,6989,4790,526,277,247,551,18,scheduled,content_calendar_csv,CONT_ROW_000447
M001,CONT000448,CAMP001596,PROD000003,SKU000003,WhatsApp,WhatsApp Broadcast,social_proof,2024-07-13 15:58:09,2024-07-13 16:09:09,477,266,41,22,51,139,20,published,content_calendar_csv,CONT_ROW_000448
M001,CONT000449,CAMP002008,PROD000250,SKU000250,WhatsApp,WhatsApp Broadcast,comfort,2024-07-10 08:48:34,2024-07-10 09:11:34,84,45,9,6,9,18,1,published,content_calendar_csv,CONT_ROW_000449
M001,CONT000450,CAMP003774,PROD000093,SKU000093,Instagram,Static Post,comfort,2024-06-03 23:51:45,2024-06-04 00:24:45,3518,1820,142,112,366,203,4,published,content_calendar_csv,CONT_ROW_000450
M001,CONT000451,CAMP003151,PROD000001,SKU000001,Email,Email,comfort,2024-02-22 02:17:20,2024-02-22 03:32:20,725,484,42,22,47,51,2,published,content_calendar_csv,CONT_ROW_000451
M001,CONT000452,CAMP003721,PROD000202,SKU000202,Email,Email,utility,2024-02-23 07:17:14,2024-02-23 09:03:14,638,328,20,25,44,51,6,published,content_calendar_csv,CONT_ROW_000452
M001,CONT000453,CAMP002276,PROD000026,SKU000026,Instagram,Carousel,everyday_style,2024-07-02 11:29:29,2024-07-02 13:01:29,7212,4436,326,459,441,586,16,scheduled,content_calendar_csv,CONT_ROW_000453
M001,CONT000454,CAMP004536,PROD000135,SKU000135,Instagram,Story,festive,2024-03-06 02:43:22,2024-03-06 03:10:22,887,468,34,64,100,50,3,published,content_calendar_csv,CONT_ROW_000454
M001,CONT000455,NA,PROD000271,SKU000271,Email,Email,lifestyle,2024-04-19 15:49:47,2024-04-19 17:35:47,1458,866,55,105,63,212,14,failed,content_calendar_csv,CONT_ROW_000455
M001,CONT000456,CAMP003034,PROD000499,SKU000499,Instagram,Story,festive,2024-01-31 05:01:33,2024-01-31 06:08:33,1816,1080,214,55,119,124,1,published,content_calendar_csv,CONT_ROW_000456
M001,CONT000457,CAMP002378,PROD000340,SKU000340,Instagram,Story,discount,2024-06-20 10:53:19,2024-06-20 12:48:19,2864,1217,298,167,185,273,14,published,content_calendar_csv,CONT_ROW_000457
M001,CONT000458,CAMP004019,PROD000341,SKU000341,LinkedIn,Carousel,comfort,2024-09-30 19:30:58,2024-09-30 21:17:58,738,451,46,22,54,65,0,published,content_calendar_csv,CONT_ROW_000458
M001,CONT000459,CAMP004519,PROD000378,SKU000378,LinkedIn,Carousel,new_launch,2024-04-10 06:37:26,2024-04-10 07:28:26,1401,662,112,63,76,65,3,published,content_calendar_csv,CONT_ROW_000459
M001,CONT000460,CAMP003369,PROD000482,SKU000482,LinkedIn,Carousel,new_launch,2024-09-06 17:48:57,2024-09-06 19:30:57,1570,980,155,37,163,139,5,published,content_calendar_csv,CONT_ROW_000460
M001,CONT000461,CAMP004491,PROD000312,SKU000312,Facebook,Carousel,festive,2024-07-01 21:38:41,2024-07-01 23:00:41,7021,2992,490,524,1001,370,20,published,content_calendar_csv,CONT_ROW_000461
M001,CONT000462,CAMP004449,PROD000443,SKU000443,WhatsApp,WhatsApp Broadcast,new_launch,2024-03-26 02:26:27,2024-03-26 02:51:27,598,287,41,26,69,182,14,published,content_calendar_csv,CONT_ROW_000462
M001,CONT000463,CAMP004434,PROD000295,SKU000295,Email,Email,festive,2024-04-10 03:45:57,2024-04-10 03:49:57,790,336,93,56,50,67,4,published,content_calendar_csv,CONT_ROW_000463
M001,CONT000464,CAMP003866,PROD000205,SKU000205,Facebook,Static Post,social_proof,2024-09-12 18:16:44,2024-09-12 20:06:44,2638,1709,237,152,195,162,2,published,content_calendar_csv,CONT_ROW_000464
M001,CONT000465,CAMP001387,PROD000105,SKU000105,LinkedIn,Static Post,social_proof,2024-10-05 08:33:05,2024-10-05 09:48:05,375,207,44,14,41,29,1,cancelled,content_calendar_csv,CONT_ROW_000465
M001,CONT000466,CAMP001766,PROD000219,SKU000219,LinkedIn,Static Post,new_launch,2024-09-20 13:41:25,2024-09-20 13:46:25,1912,1155,114,127,172,59,2,published,content_calendar_csv,CONT_ROW_000466
M001,CONT000467,CAMP001745,PROD000436,SKU000436,LinkedIn,Carousel,discount,2024-07-31 11:01:23,2024-07-31 11:51:23,1992,812,172,83,270,102,1,cancelled,content_calendar_csv,CONT_ROW_000467
M001,CONT000468,CAMP001099,PROD000423,SKU000423,Instagram,Static Post,lifestyle,2024-08-21 18:13:34,2024-08-21 18:17:34,1038,696,73,37,76,86,5,published,content_calendar_csv,CONT_ROW_000468
M001,CONT000469,CAMP003111,PROD000180,SKU000180,Facebook,Story,new_launch,2024-08-04 19:57:26,2024-08-04 20:34:26,1869,843,141,79,69,148,5,published,content_calendar_csv,CONT_ROW_000469
M001,CONT000470,CAMP000253,PROD000220,SKU000220,LinkedIn,Carousel,comfort,2024-10-22 21:00:24,2024-10-22 22:01:24,1770,1237,169,121,183,44,2,scheduled,content_calendar_csv,CONT_ROW_000470
M001,CONT000471,CAMP000997,PROD000128,SKU000128,Instagram,Carousel,new_launch,2024-12-10 20:56:21,2024-12-10 22:36:21,700,442,79,23,88,17,0,published,content_calendar_csv,CONT_ROW_000471
M001,CONT000472,CAMP002037,PROD000380,SKU000380,Facebook,Static Post,lifestyle,2024-10-25 08:08:23,2024-10-25 09:16:23,2647,1274,112,91,99,123,2,published,content_calendar_csv,CONT_ROW_000472
M001,CONT000473,CAMP000993,PROD000076,SKU000076,LinkedIn,Static Post,premium,2024-08-14 22:08:36,2024-08-14 22:19:36,934,430,40,27,117,56,3,published,content_calendar_csv,CONT_ROW_000473
M001,CONT000474,CAMP001758,PROD000313,SKU000313,LinkedIn,Carousel,new_launch,2024-07-10 14:25:01,2024-07-10 16:01:01,832,379,38,53,110,52,1,published,content_calendar_csv,CONT_ROW_000474
M001,CONT000475,CAMP004896,PROD000230,SKU000230,Facebook,Reel,comfort,2024-10-18 17:25:54,2024-10-18 19:07:54,3247,1428,178,202,486,126,5,scheduled,content_calendar_csv,CONT_ROW_000475
M001,CONT000476,NA,PROD000182,SKU000182,LinkedIn,Carousel,festive,2024-01-13 09:23:24,2024-01-13 09:37:24,566,379,43,12,27,51,1,published,content_calendar_csv,CONT_ROW_000476
M001,CONT000477,CAMP001628,PROD000001,SKU000001,Email,Email,discount,2024-11-15 13:44:39,2024-11-15 14:58:39,2646,1756,118,160,228,301,28,published,content_calendar_csv,CONT_ROW_000477
M001,CONT000478,CAMP004046,PROD000103,SKU000103,LinkedIn,Static Post,lifestyle,2024-10-23 09:18:20,2024-10-23 11:14:20,1341,687,69,66,187,92,1,published,content_calendar_csv,CONT_ROW_000478
M001,CONT000479,CAMP004118,PROD000011,SKU000011,Instagram,Reel,social_proof,2024-08-15 04:03:20,2024-08-15 06:01:20,10945,7287,461,757,545,1020,24,cancelled,content_calendar_csv,CONT_ROW_000479
M001,CONT000480,CAMP003804,PROD000076,SKU000076,Email,Email,social_proof,2024-10-13 21:18:02,2024-10-13 22:56:02,1023,605,109,32,107,185,13,failed,content_calendar_csv,CONT_ROW_000480
M001,CONT000481,CAMP000299,PROD000233,SKU000233,Email,Email,discount,2024-07-10 10:32:37,2024-07-10 10:50:37,2673,1292,226,64,384,448,45,published,content_calendar_csv,CONT_ROW_000481
M001,CONT000482,CAMP002114,PROD000403,SKU000403,LinkedIn,Static Post,discount,2024-07-08 16:52:25,2024-07-08 18:40:25,1569,1091,56,56,139,147,6,published,content_calendar_csv,CONT_ROW_000482
M001,CONT000483,CAMP004717,PROD000023,SKU000023,Instagram,Carousel,festive,2024-09-14 05:55:39,2024-09-14 06:24:39,14494,6249,865,938,1139,334,12,published,content_calendar_csv,CONT_ROW_000483
M001,CONT000484,CAMP003132,PROD000349,SKU000349,WhatsApp,WhatsApp Broadcast,social_proof,2024-10-23 20:30:41,2024-10-23 21:21:41,284,192,25,12,36,66,5,published,content_calendar_csv,CONT_ROW_000484
M001,CONT000485,CAMP002183,PROD000369,SKU000369,Facebook,Story,social_proof,2024-07-22 10:11:57,2024-07-22 10:15:57,1946,919,178,96,163,108,5,published,content_calendar_csv,CONT_ROW_000485
M001,CONT000486,CAMP000167,PROD000094,SKU000094,Email,Email,discount,2024-12-14 22:29:38,2024-12-15 00:25:38,1022,644,68,30,78,155,8,failed,content_calendar_csv,CONT_ROW_000486
M001,CONT000487,CAMP002573,PROD000389,SKU000389,LinkedIn,Carousel,social_proof,2024-06-20 02:46:39,2024-06-20 03:09:39,1568,956,128,37,126,69,1,published,content_calendar_csv,CONT_ROW_000487
M001,CONT000488,CAMP000504,PROD000078,SKU000078,WhatsApp,WhatsApp Broadcast,lifestyle,2024-07-24 17:10:38,2024-07-24 17:18:38,318,152,10,23,41,68,15,failed,content_calendar_csv,CONT_ROW_000488
M001,CONT000489,CAMP002006,PROD000344,SKU000344,WhatsApp,WhatsApp Broadcast,premium,2024-10-15 03:55:01,2024-10-15 04:38:01,581,299,53,37,82,170,36,scheduled,content_calendar_csv,CONT_ROW_000489
M001,CONT000490,CAMP003730,PROD000002,SKU000002,Facebook,Reel,lifestyle,2024-05-01 18:18:08,2024-05-01 19:04:08,4086,2271,251,178,321,246,3,scheduled,content_calendar_csv,CONT_ROW_000490
M001,CONT000491,CAMP003603,PROD000225,SKU000225,Facebook,Story,limited_stock,2024-01-01 04:12:21,2024-01-01 05:40:21,1729,1094,145,74,131,113,4,published,content_calendar_csv,CONT_ROW_000491
M001,CONT000492,CAMP003038,PROD000392,SKU000392,Instagram,Carousel,lifestyle,2024-02-04 11:36:32,2024-02-04 11:49:32,14982,6939,1640,331,1729,975,15,scheduled,content_calendar_csv,CONT_ROW_000492
M001,CONT000493,CAMP003118,PROD000002,SKU000002,Facebook,Reel,utility,2024-12-13 17:01:01,2024-12-13 17:01:01,852,515,53,41,30,81,1,scheduled,content_calendar_csv,CONT_ROW_000493
M001,CONT000494,CAMP004160,PROD000148,SKU000148,Email,Email,discount,2024-06-09 20:02:17,2024-06-09 20:53:17,1301,742,140,96,123,216,25,published,content_calendar_csv,CONT_ROW_000494
M001,CONT000495,CAMP002427,PROD000001,SKU000001,Email,Email,lifestyle,2024-04-18 08:17:49,2024-04-18 08:44:49,934,552,60,59,50,156,15,published,content_calendar_csv,CONT_ROW_000495
M001,CONT000496,CAMP003868,PROD000483,SKU000483,WhatsApp,WhatsApp Broadcast,new_launch,2024-12-11 07:57:18,2024-12-11 08:20:18,27,16,2,1,1,7,1,published,content_calendar_csv,CONT_ROW_000496
M001,CONT000497,CAMP001382,PROD000390,SKU000390,Instagram,Static Post,premium,2024-07-23 19:59:53,2024-07-23 21:23:53,2044,976,244,160,193,56,1,failed,content_calendar_csv,CONT_ROW_000497
M001,CONT000498,CAMP001701,PROD000011,SKU000011,WhatsApp,WhatsApp Broadcast,festive,2024-01-09 08:40:19,2024-01-09 09:40:19,779,390,57,43,88,85,16,published,content_calendar_csv,CONT_ROW_000498
M001,CONT000499,CAMP004964,PROD000001,SKU000001,LinkedIn,Static Post,premium,2024-09-30 05:41:25,2024-09-30 07:00:25,209,108,17,6,21,12,0,failed,content_calendar_csv,CONT_ROW_000499
M001,CONT000500,CAMP002840,PROD000288,SKU000288,Facebook,Static Post,discount,2024-07-27 04:10:41,2024-07-27 06:08:41,2864,1375,248,114,175,237,10,published,content_calendar_csv,CONT_ROW_000500
M001,CONT000501,CAMP002274,PROD000344,SKU000344,LinkedIn,Carousel,social_proof,2024-01-08 15:16:45,2024-01-08 16:57:45,1913,935,94,85,104,88,1,published,content_calendar_csv,CONT_ROW_000501
