merchant_id,product_id,sku,product_name,category,subcategory,brand,price,cost_price,margin_percent,target_segment,customer_type,inventory_count,refund_rate_percent,rating,is_active,launch_date,source,source_row_id
M001,PROD000140,SKU000140,Teal Vitamin C Serum,beauty,skincare,UrbanThreads,1998,1639.78,17.93,working_women,Returning,130,8.34,2.7,true,2023-08-18,product_csv,PROD_ROW_140
M001,PROD000141,SKU000141,Teal Festive Kurta,fashion,kurta,UrbanThreads,1972,817.87,58.53,working_women,New,156,18.43,3.7,true,2023-05-23,product_csv,PROD_ROW_141
M001,PROD000142,SKU000142,Blue Linen Bedsheet,home,bedsheet,UrbanThreads,720,253.28,64.82,family_buyers,Returning,120,16.86,3.9,true,2024-09-15,product_csv,PROD_ROW_142
M001,PROD000143,SKU000143,White Minimalist Photo Frame,lifestyle,decor,UrbanThreads,1372,938.95,31.56,family_buyers,New,224,13.14,4.1,true,2023-03-06,product_csv,PROD_ROW_143
M001,PROD000144,SKU000144,Mustard Puffer Jacket,fashion,jacket,UrbanThreads,1566,786.8,49.76,streetwear_lovers,High-Value,2,6.53,2.5,true,2023-12-28,product_csv,PROD_ROW_144
M001,PROD000145,SKU000145,Navy Minimal White Sneakers,footwear,sneakers,UrbanThreads,3143,986.71,68.61,college_students,High-Value,288,10.64,5.0,true,2024-07-21,product_csv,PROD_ROW_145
M001,PROD000146,SKU000146,Maroon Active Joggers,fashion,joggers,UrbanThreads,688,344.26,49.96,fitness_lifestyle,Returning,392,12.13,4.5,true,2023-12-20,product_csv,PROD_ROW_146
M001,PROD000147,SKU000147,Brown Slip-On Sneakers,footwear,sneakers,UrbanThreads,4010,1739.64,56.62,college_students,New,190,11.37,4.5,true,2023-06-29,product_csv,PROD_ROW_147
M001,PROD000148,SKU000148,Orange Printed Bedsheet,home,bedsheet,UrbanThreads,3286,2463.67,25.03,family_buyers,New,376,15.75,3.6,true,2023-10-28,product_csv,PROD_ROW_148
M001,PROD000149,SKU000149,Brown Retro Runners,footwear,sneakers,UrbanThreads,4627,3826.31,17.3,college_students,High-Value,213,19.79,3.9,true,2023-09-17,product_csv,PROD_ROW_149
M001,PROD000150,SKU000150,Olive Blue Relaxed Jeans,fashion,denim_jeans,UrbanThreads,1194,446.33,62.62,young_professionals,Returning,73,16.19,3.6,true,2024-02-14,product_csv,PROD_ROW_150
M001,PROD000151,SKU000151,Teal Printed Bedsheet,home,bedsheet,UrbanThreads,2087,656.26,68.55,family_buyers,High-Value,264,7.98,4.5,true,2023-10-01,product_csv,PROD_ROW_151
M001,PROD000152,SKU000152,White Active Joggers,fashion,joggers,UrbanThreads,1832,554.54,69.73,fitness_lifestyle,High-Value,160,7.1,2.7,false,2024-11-07,product_csv,PROD_ROW_152
M001,PROD000153,SKU000153,Blue Crossbody Bag,accessories,handbag,UrbanThreads,4289,3252.54,24.17,working_women,Returning,238,1.8,4.7,true,2023-12-28,product_csv,PROD_ROW_153
M001,PROD000154,SKU000154,Olive Scented Candle,lifestyle,decor,UrbanThreads,706,339.48,51.92,family_buyers,Returning,272,16.22,4.2,false,2023-02-01,product_csv,PROD_ROW_154
M001,PROD000155,SKU000155,Black Retro Runners,footwear,sneakers,UrbanThreads,1274,917.54,27.98,college_students,Returning,206,19.04,2.6,true,2023-06-07,product_csv,PROD_ROW_155
M001,PROD000156,SKU000156,Beige Microfibre Bedcover,home,bedsheet,UrbanThreads,2517,1083.07,56.97,family_buyers,High-Value,197,8.56,4.1,true,2023-09-13,product_csv,PROD_ROW_156
M001,PROD000157,SKU000157,Orange Graphic Oversized Tee,fashion,oversized_tshirt,UrbanThreads,910,514.37,43.48,streetwear_lovers,New,144,15.72,4.3,true,2023-08-08,product_csv,PROD_ROW_157
M001,PROD000158,SKU000158,Orange Boho Plant Pot,lifestyle,decor,UrbanThreads,1218,953.15,21.74,family_buyers,Returning,98,18.07,3.6,true,2023-03-31,product_csv,PROD_ROW_158
M001,PROD000159,SKU000159,Pink Microfibre Bedcover,home,bedsheet,UrbanThreads,3605,2935.49,18.57,family_buyers,Returning,466,6.7,2.9,true,2024-12-27,product_csv,PROD_ROW_159
M001,PROD000160,SKU000160,Brown Microfibre Bedcover,home,bedsheet,UrbanThreads,2782,2021.59,27.33,family_buyers,New,131,16.02,2.6,true,2024-07-21,product_csv,PROD_ROW_160
M001,PROD000161,SKU000161,Blue Wooden Desk Organiser,lifestyle,decor,UrbanThreads,930,477.49,48.66,family_buyers,New,168,8.57,4.3,true,2024-05-05,product_csv,PROD_ROW_161
M001,PROD000162,SKU000162,Brown Boho Plant Pot,lifestyle,decor,UrbanThreads,2753,2228.38,19.06,family_buyers,High-Value,47,9.55,4.2,true,2023-12-19,product_csv,PROD_ROW_162
M001,PROD000163,SKU000163,Brown Retro Runners,footwear,sneakers,UrbanThreads,2771,1588.96,42.66,college_students,New,275,3.91,2.9,true,2023-11-27,product_csv,PROD_ROW_163
M001,PROD000164,SKU000164,Beige Linen Bedsheet,home,bedsheet,UrbanThreads,1862,716.38,61.53,family_buyers,New,335,19.17,3.2,true,2024-10-02,product_csv,PROD_ROW_164
M001,PROD000165,SKU000165,Green Braided Belt,accessories,belt,UrbanThreads,1611,535.04,66.79,premium_buyers,New,347,12.87,4.8,true,2023-12-12,product_csv,PROD_ROW_165
M001,PROD000166,SKU000166,Maroon Scented Candle,lifestyle,decor,UrbanThreads,731,603.07,17.5,family_buyers,High-Value,117,15.57,3.5,true,2024-10-16,product_csv,PROD_ROW_166
M001,PROD000167,SKU000167,Teal Puffer Jacket,fashion,jacket,UrbanThreads,2685,1334.31,50.31,streetwear_lovers,Returning,135,16.29,4.2,true,2023-11-01,product_csv,PROD_ROW_167
M001,PROD000168,SKU000168,Orange Woody Eau de Parfum,beauty,perfume,UrbanThreads,1893,1151.35,39.18,premium_buyers,Returning,114,7.46,2.9,true,2023-11-23,product_csv,PROD_ROW_168
M001,PROD000169,SKU000169,Red Sateen Bedsheet,home,bedsheet,UrbanThreads,3814,2464.62,35.38,family_buyers,New,173,5.59,2.8,true,2024-04-05,product_csv,PROD_ROW_169
M001,PROD000170,SKU000170,White Minimal White Sneakers,footwear,sneakers,UrbanThreads,2187,721.79,67.0,college_students,New,453,18.14,4.5,true,2024-08-14,product_csv,PROD_ROW_170
M001,PROD000171,SKU000171,Grey Sateen Bedsheet,home,bedsheet,UrbanThreads,2739,827.77,69.78,family_buyers,Returning,460,6.86,2.6,true,2024-02-07,product_csv,PROD_ROW_171
M001,PROD000172,SKU000172,Grey Macrame Wall Hanging,lifestyle,decor,UrbanThreads,2788,1828.67,34.41,family_buyers,Returning,263,12.35,4.6,true,2024-11-19,product_csv,PROD_ROW_172
M001,PROD000173,SKU000173,Green Vitamin C Serum,beauty,skincare,UrbanThreads,739,453.0,38.7,working_women,High-Value,197,15.51,3.4,true,2024-02-15,product_csv,PROD_ROW_173
M001,PROD000174,SKU000174,Grey Wrap Dress,fashion,dress,UrbanThreads,1981,1603.73,19.04,working_women,Returning,401,11.45,4.6,true,2024-09-30,product_csv,PROD_ROW_174
M001,PROD000175,SKU000175,Navy Cotton King Bedsheet,home,bedsheet,UrbanThreads,2312,1490.64,35.53,family_buyers,High-Value,490,7.95,2.9,true,2024-09-08,product_csv,PROD_ROW_175
M001,PROD000176,SKU000176,Green Scented Candle,lifestyle,decor,UrbanThreads,584,483.9,17.14,family_buyers,Returning,275,15.66,4.0,true,2024-06-11,product_csv,PROD_ROW_176
M001,PROD000177,SKU000177,Teal Slip-On Sneakers,footwear,sneakers,UrbanThreads,2303,1751.72,23.94,college_students,High-Value,182,10.64,3.8,true,2024-05-16,product_csv,PROD_ROW_177
M001,PROD000178,SKU000178,Blue Cotton King Bedsheet,home,bedsheet,UrbanThreads,2207,1473.87,33.22,family_buyers,Returning,308,14.46,4.7,true,2024-12-05,product_csv,PROD_ROW_178
M001,PROD000179,SKU000179,Mustard Printed Bedsheet,home,bedsheet,UrbanThreads,1786,568.15,68.19,family_buyers,High-Value,36,12.09,2.9,true,2024-10-06,product_csv,PROD_ROW_179
M001,PROD000180,SKU000180,Navy Sateen Bedsheet,home,bedsheet,UrbanThreads,828,443.05,46.49,family_buyers,New,19,15.53,3.5,true,2024-02-27,product_csv,PROD_ROW_180
M001,PROD000181,SKU000181,Red Linen Bedsheet,home,bedsheet,UrbanThreads,3873,1989.51,48.63,family_buyers,High-Value,382,2.18,2.8,true,2023-08-01,product_csv,PROD_ROW_181
M001,PROD000182,SKU000182,Pink Boho Plant Pot,lifestyle,decor,UrbanThreads,2551,1639.65,35.73,family_buyers,Returning,477,11.13,3.9,true,2024-11-23,product_csv,PROD_ROW_182
M001,PROD000183,SKU000183,Mustard Printed Bedsheet,home,bedsheet,UrbanThreads,1486,480.67,67.65,family_buyers,High-Value,162,5.27,4.9,true,2023-11-01,product_csv,PROD_ROW_183
M001,PROD000184,SKU000184,Orange Reversible Belt,accessories,belt,UrbanThreads,1048,614.24,41.39,premium_buyers,High-Value,150,6.47,3.9,true,2024-07-10,product_csv,PROD_ROW_184
M001,PROD000185,SKU000185,Maroon Sunscreen SPF50,beauty,skincare,UrbanThreads,898,619.85,30.97,working_women,High-Value,50,7.58,3.6,true,2023-09-20,product_csv,PROD_ROW_185
M001,PROD000186,SKU000186,Grey Sateen Bedsheet,home,bedsheet,UrbanThreads,2905,2036.05,29.91,family_buyers,High-Value,149,3.61,4.0,true,2024-08-23,product_csv,PROD_ROW_186
M001,PROD000187,SKU000187,Black Slip-On Sneakers,footwear,sneakers,UrbanThreads,1923,959.83,50.09,college_students,New,221,14.64,3.7,true,2024-11-28,product_csv,PROD_ROW_187
M001,PROD000188,SKU000188,Green Retro Runners,footwear,sneakers,UrbanThreads,2665,1308.27,50.91,college_students,Returning,343,4.79,4.9,true,2023-11-25,product_csv,PROD_ROW_188
M001,PROD000189,SKU000189,Teal Premium Leather Belt,accessories,belt,UrbanThreads,1734,926.35,46.58,premium_buyers,High-Value,380,17.16,2.6,false,2023-06-29,product_csv,PROD_ROW_189
M001,PROD000190,SKU000190,Teal Woody Eau de Parfum,beauty,perfume,UrbanThreads,3851,1604.41,58.34,premium_buyers,High-Value,456,18.59,4.7,true,2023-01-10,product_csv,PROD_ROW_190
M001,PROD000191,SKU000191,Teal Canvas Belt,accessories,belt,UrbanThreads,981,588.71,39.99,premium_buyers,High-Value,262,17.9,2.8,true,2024-05-31,product_csv,PROD_ROW_191
M001,PROD000192,SKU000192,Grey Vitamin C Serum,beauty,skincare,UrbanThreads,1653,1257.32,23.94,working_women,High-Value,141,14.65,2.5,true,2023-12-12,product_csv,PROD_ROW_192
M001,PROD000193,SKU000193,Navy Woven Belt,accessories,belt,UrbanThreads,1707,608.76,64.34,premium_buyers,High-Value,177,2.65,4.2,true,2023-07-09,product_csv,PROD_ROW_193
M001,PROD000194,SKU000194,Beige Retro Runners,footwear,sneakers,UrbanThreads,1026,724.94,29.34,college_students,Returning,395,6.07,3.3,true,2024-08-19,product_csv,PROD_ROW_194
M001,PROD000195,SKU000195,Olive Microfibre Bedcover,home,bedsheet,UrbanThreads,3536,2546.04,28.0,family_buyers,Returning,167,4.03,4.2,true,2024-12-21,product_csv,PROD_ROW_195
M001,PROD000196,SKU000196,Pink Canvas Belt,accessories,belt,UrbanThreads,1151,589.26,48.8,premium_buyers,New,254,3.91,4.4,true,2024-09-12,product_csv,PROD_ROW_196
M001,PROD000197,SKU000197,Orange Crossbody Bag,accessories,handbag,UrbanThreads,4656,2018.18,56.65,working_women,New,358,15.34,4.7,false,2023-03-25,product_csv,PROD_ROW_197
M001,PROD000198,SKU000198,Green Minimalist Photo Frame,lifestyle,decor,UrbanThreads,718,248.08,65.45,family_buyers,New,434,16.38,3.8,true,2024-08-09,product_csv,PROD_ROW_198
M001,PROD000199,SKU000199,Navy Minimalist Photo Frame,lifestyle,decor,UrbanThreads,2530,1535.68,39.3,family_buyers,High-Value,308,10.29,4.7,true,2024-04-01,product_csv,PROD_ROW_199
M001,PROD000200,SKU000200,Navy Puffer Jacket,fashion,jacket,UrbanThreads,3200,1916.03,40.12,streetwear_lovers,High-Value,246,13.78,3.3,true,2023-01-23,product_csv,PROD_ROW_200
M001,PROD000201,SKU000201,Maroon Vitamin C Serum,beauty,skincare,UrbanThreads,1191,633.53,46.81,working_women,Returning,186,14.31,3.9,true,2023-03-03,product_csv,PROD_ROW_201
M001,PROD000202,SKU000202,Black Windbreaker Jacket,fashion,jacket,UrbanThreads,3173,2382.96,24.9,streetwear_lovers,High-Value,383,13.27,3.6,true,2024-01-27,product_csv,PROD_ROW_202
M001,PROD000203,SKU000203,Red Vitamin C Serum,beauty,skincare,UrbanThreads,2507,1947.58,22.31,working_women,New,101,19.86,3.5,true,2023-05-11,product_csv,PROD_ROW_203
M001,PROD000204,SKU000204,Maroon Cotton King Bedsheet,home,bedsheet,UrbanThreads,3796,3179.13,16.25,family_buyers,Returning,354,14.66,3.6,true,2024-01-24,product_csv,PROD_ROW_204
M001,PROD000205,SKU000205,Blue Canvas Sneakers,footwear,sneakers,UrbanThreads,1634,1141.17,30.16,college_students,New,424,13.54,4.0,true,2023-01-17,product_csv,PROD_ROW_205
M001,PROD000206,SKU000206,White Minimal White Sneakers,footwear,sneakers,UrbanThreads,3431,2852.99,16.85,college_students,New,389,1.84,3.6,true,2024-07-06,product_csv,PROD_ROW_206
M001,PROD000207,SKU000207,Navy Slip-On Sneakers,footwear,sneakers,UrbanThreads,2183,1574.4,27.88,college_students,High-Value,316,15.68,4.5,true,2023-08-31,product_csv,PROD_ROW_207
M001,PROD000208,SKU000208,Pink Woven Belt,accessories,belt,UrbanThreads,851,529.78,37.75,premium_buyers,New,295,19.02,4.7,true,2023-06-29,product_csv,PROD_ROW_208
M001,PROD000209,SKU000209,Green Printed Bedsheet,home,bedsheet,UrbanThreads,891,280.88,68.48,family_buyers,High-Value,173,14.23,3.5,true,2023-11-04,product_csv,PROD_ROW_209
M001,PROD000210,SKU000210,Brown Sport Deodorant,beauty,perfume,UrbanThreads,4478,3212.82,28.25,premium_buyers,Returning,449,14.44,4.5,true,2023-03-01,product_csv,PROD_ROW_210
M001,PROD000211,SKU000211,Red Wooden Desk Organiser,lifestyle,decor,UrbanThreads,2569,1994.18,22.38,family_buyers,Returning,114,7.27,2.7,true,2024-04-05,product_csv,PROD_ROW_211
M001,PROD000212,SKU000212,Green Braided Belt,accessories,belt,UrbanThreads,504,353.98,29.77,premium_buyers,New,106,16.29,4.0,true,2024-11-18,product_csv,PROD_ROW_212
M001,PROD000213,SKU000213,Blue Macrame Wall Hanging,lifestyle,decor,UrbanThreads,1762,1203.88,31.68,family_buyers,New,489,4.61,4.4,true,2024-05-05,product_csv,PROD_ROW_213
M001,PROD000214,SKU000214,Red Retro Runners,footwear,sneakers,UrbanThreads,3260,2194.34,32.69,college_students,Returning,248,11.14,3.4,true,2023-09-25,product_csv,PROD_ROW_214
M001,PROD000215,SKU000215,Blue Tote Bag,accessories,handbag,UrbanThreads,4645,2002.48,56.89,working_women,New,199,6.95,2.6,true,2023-08-15,product_csv,PROD_ROW_215
M001,PROD000216,SKU000216,Black Microfibre Bedcover,home,bedsheet,UrbanThreads,2965,995.89,66.41,family_buyers,Returning,88,4.73,3.1,true,2024-08-06,product_csv,PROD_ROW_216
M001,PROD000217,SKU000217,Green Canvas Sneakers,footwear,sneakers,UrbanThreads,2053,883.1,56.98,college_students,High-Value,338,15.05,3.7,true,2023-12-27,product_csv,PROD_ROW_217
M001,PROD000218,SKU000218,Orange Slip-On Sneakers,footwear,sneakers,UrbanThreads,2999,2245.57,25.12,college_students,High-Value,0,10.95,4.6,true,2023-03-18,product_csv,PROD_ROW_218
M001,PROD000219,SKU000219,Brown Cotton King Bedsheet,home,bedsheet,UrbanThreads,2388,1849.22,22.56,family_buyers,New,372,3.87,3.0,true,2024-04-11,product_csv,PROD_ROW_219
M001,PROD000220,SKU000220,Mustard Woven Belt,accessories,belt,UrbanThreads,1388,676.5,51.26,premium_buyers,New,8,16.41,2.5,true,2024-06-26,product_csv,PROD_ROW_220
M001,PROD000221,SKU000221,Green Microfibre Bedcover,home,bedsheet,UrbanThreads,769,441.24,42.62,family_buyers,New,64,18.44,3.8,true,2023-09-04,product_csv,PROD_ROW_221
M001,PROD000222,SKU000222,Maroon Canvas Sneakers,footwear,sneakers,UrbanThreads,2093,863.96,58.72,college_students,Returning,217,9.72,3.1,true,2024-12-14,product_csv,PROD_ROW_222
M001,PROD000223,SKU000223,Pink Minimal White Sneakers,footwear,sneakers,UrbanThreads,3676,1119.63,69.54,college_students,New,217,8.21,3.9,true,2023-02-27,product_csv,PROD_ROW_223
M001,PROD000224,SKU000224,Orange Sateen Bedsheet,home,bedsheet,UrbanThreads,1037,596.36,42.49,family_buyers,High-Value,411,7.29,4.9,true,2023-04-08,product_csv,PROD_ROW_224
M001,PROD000225,SKU000225,Grey Macrame Wall Hanging,lifestyle,decor,UrbanThreads,2720,1600.65,41.15,family_buyers,New,360,18.59,4.7,true,2024-07-31,product_csv,PROD_ROW_225
M001,PROD000226,SKU000226,Navy Microfibre Bedcover,home,bedsheet,UrbanThreads,763,245.07,67.88,family_buyers,High-Value,430,8.57,2.7,true,2023-06-16,product_csv,PROD_ROW_226
M001,PROD000227,SKU000227,Mustard Boho Plant Pot,lifestyle,decor,UrbanThreads,2613,1744.3,33.25,family_buyers,High-Value,380,2.49,4.4,true,2023-12-21,product_csv,PROD_ROW_227
M001,PROD000228,SKU000228,Red Breathable Linen Top,fashion,linen_shirt,UrbanThreads,954,632.19,33.73,young_professionals,Returning,25,13.05,4.5,true,2024-04-06,product_csv,PROD_ROW_228
M001,PROD000229,SKU000229,Beige Sport Deodorant,beauty,perfume,UrbanThreads,3674,2250.26,38.75,premium_buyers,New,405,12.75,4.5,true,2024-12-31,product_csv,PROD_ROW_229
M001,PROD000230,SKU000230,Olive Breathable Linen Top,fashion,linen_shirt,UrbanThreads,1577,723.18,54.14,young_professionals,High-Value,209,7.02,2.8,true,2023-01-06,product_csv,PROD_ROW_230
M001,PROD000231,SKU000231,Beige Clutch,accessories,handbag,UrbanThreads,1636,1271.37,22.29,working_women,Returning,239,11.58,3.8,true,2023-04-16,product_csv,PROD_ROW_231
M001,PROD000232,SKU000232,Beige Relaxed Linen Shirt,fashion,linen_shirt,UrbanThreads,989,515.95,47.83,young_professionals,Returning,16,6.55,3.5,true,2023-03-28,product_csv,PROD_ROW_232
M001,PROD000233,SKU000233,Mustard Linen Bedsheet,home,bedsheet,UrbanThreads,1393,659.0,52.69,family_buyers,New,147,14.41,3.7,true,2023-03-06,product_csv,PROD_ROW_233
M001,PROD000234,SKU000234,Olive Low Top Sneakers,footwear,sneakers,UrbanThreads,2226,1299.26,41.63,college_students,Returning,138,18.94,4.3,true,2024-05-22,product_csv,PROD_ROW_234
M001,PROD000235,SKU000235,Blue Scented Candle,lifestyle,decor,UrbanThreads,953,650.36,31.76,family_buyers,Returning,440,12.78,4.5,true,2023-12-04,product_csv,PROD_ROW_235
M001,PROD000236,SKU000236,Red Night Repair Cream,beauty,skincare,UrbanThreads,856,586.16,31.52,working_women,Returning,170,4.38,3.5,true,2023-11-23,product_csv,PROD_ROW_236
M001,PROD000237,SKU000237,Mustard Sling Bag,accessories,handbag,UrbanThreads,3468,2230.51,35.68,working_women,Returning,68,18.71,3.0,true,2024-07-12,product_csv,PROD_ROW_237
M001,PROD000238,SKU000238,Orange Low Top Sneakers,footwear,sneakers,UrbanThreads,4861,2238.0,53.96,college_students,Returning,435,14.16,4.5,true,2024-02-23,product_csv,PROD_ROW_238
M001,PROD000239,SKU000239,Navy Microfibre Bedcover,home,bedsheet,UrbanThreads,1690,1201.63,28.9,family_buyers,High-Value,226,15.99,2.7,false,2024-09-04,product_csv,PROD_ROW_239
M001,PROD000240,SKU000240,Green Night Repair Cream,beauty,skincare,UrbanThreads,2012,1108.6,44.9,working_women,High-Value,468,16.43,4.0,true,2023-03-29,product_csv,PROD_ROW_240
M001,PROD000241,SKU000241,Pink Blue Relaxed Jeans,fashion,denim_jeans,UrbanThreads,1680,830.17,50.59,young_professionals,High-Value,340,13.87,3.5,true,2023-12-06,product_csv,PROD_ROW_241
M001,PROD000242,SKU000242,Black Woody Eau de Parfum,beauty,perfume,UrbanThreads,2718,1978.43,27.21,premium_buyers,High-Value,307,14.07,3.1,true,2024-01-19,product_csv,PROD_ROW_242
M001,PROD000243,SKU000243,Brown Night Repair Cream,beauty,skincare,UrbanThreads,2348,1801.13,23.29,working_women,Returning,63,6.61,4.8,true,2023-03-29,product_csv,PROD_ROW_243
M001,PROD000244,SKU000244,Beige Fleece Hoodie,fashion,hoodie,UrbanThreads,2404,1441.36,40.04,college_students,High-Value,257,7.62,2.7,true,2024-12-14,product_csv,PROD_ROW_244
M001,PROD000245,SKU000245,White Sunscreen SPF50,beauty,skincare,UrbanThreads,482,194.92,59.56,working_women,New,444,7.52,2.8,true,2023-06-18,product_csv,PROD_ROW_245
M001,PROD000246,SKU000246,Green Sateen Bedsheet,home,bedsheet,UrbanThreads,2959,2254.54,23.81,family_buyers,Returning,500,9.78,4.5,true,2024-10-06,product_csv,PROD_ROW_246
M001,PROD000247,SKU000247,Pink Low Top Sneakers,footwear,sneakers,UrbanThreads,2619,2184.1,16.61,college_students,Returning,313,9.16,2.5,true,2023-08-08,product_csv,PROD_ROW_247
M001,PROD000248,SKU000248,Brown Minimal White Sneakers,footwear,sneakers,UrbanThreads,3363,2670.34,20.6,college_students,New,197,7.19,3.6,true,2023-09-26,product_csv,PROD_ROW_248
M001,PROD000249,SKU000249,Green Microfibre Bedcover,home,bedsheet,UrbanThreads,3144,2000.36,36.38,family_buyers,High-Value,68,7.61,4.6,true,2024-09-24,product_csv,PROD_ROW_249
M001,PROD000250,SKU000250,Teal Slip-On Sneakers,footwear,sneakers,UrbanThreads,3416,2744.37,19.66,college_students,Returning,70,5.53,2.8,true,2024-01-18,product_csv,PROD_ROW_250
M001,PROD000251,SKU000251,Green Printed Bedsheet,home,bedsheet,UrbanThreads,2412,1258.98,47.8,family_buyers,Returning,105,10.25,3.8,true,2024-10-22,product_csv,PROD_ROW_251
M001,PROD000252,SKU000252,Blue Canvas Sneakers,footwear,sneakers,UrbanThreads,1573,1175.18,25.29,college_students,High-Value,37,17.44,4.9,true,2024-05-11,product_csv,PROD_ROW_252
M001,PROD000253,SKU000253,Maroon Low Top Sneakers,footwear,sneakers,UrbanThreads,4946,2676.43,45.89,college_students,Returning,360,10.34,4.3,true,2024-03-30,product_csv,PROD_ROW_253
M001,PROD000254,SKU000254,White Sport Deodorant,beauty,perfume,UrbanThreads,851,350.84,58.77,premium_buyers,Returning,26,6.22,3.8,true,2023-06-22,product_csv,PROD_ROW_254
M001,PROD000255,SKU000255,Green Night Repair Cream,beauty,skincare,UrbanThreads,762,407.68,46.5,working_women,High-Value,431,19.83,3.9,true,2023-02-12,product_csv,PROD_ROW_255
M001,PROD000256,SKU000256,Green Sateen Bedsheet,home,bedsheet,UrbanThreads,2440,1936.56,20.63,family_buyers,Returning,457,19.99,3.6,true,2023-12-23,product_csv,PROD_ROW_256
M001,PROD000257,SKU000257,Maroon Slim Fit Denim Jacket,fashion,jacket,UrbanThreads,4675,1886.18,59.65,streetwear_lovers,High-Value,311,14.09,4.7,true,2024-09-16,product_csv,PROD_ROW_257
M001,PROD000258,SKU000258,Navy Linen Bedsheet,home,bedsheet,UrbanThreads,1269,530.86,58.17,family_buyers,New,301,7.67,3.2,true,2024-07-05,product_csv,PROD_ROW_258
M001,PROD000259,SKU000259,Orange Canvas Sneakers,footwear,sneakers,UrbanThreads,2184,1168.43,46.5,college_students,High-Value,427,2.81,4.9,true,2024-02-26,product_csv,PROD_ROW_259
M001,PROD000260,SKU000260,Maroon Pique Polo Tee,fashion,polo_tshirt,UrbanThreads,770,548.76,28.73,young_professionals,New,399,17.03,3.5,true,2023-05-26,product_csv,PROD_ROW_260
M001,PROD000261,SKU000261,Pink Boho Plant Pot,lifestyle,decor,UrbanThreads,1935,1163.72,39.86,family_buyers,Returning,273,15.25,4.2,true,2024-01-13,product_csv,PROD_ROW_261
M001,PROD000262,SKU000262,Beige Night Repair Cream,beauty,skincare,UrbanThreads,309,114.98,62.79,working_women,High-Value,7,13.06,4.2,true,2023-03-06,product_csv,PROD_ROW_262
M001,PROD000263,SKU000263,Grey Boho Plant Pot,lifestyle,decor,UrbanThreads,1266,731.63,42.21,family_buyers,Returning,182,11.4,2.8,true,2024-05-11,product_csv,PROD_ROW_263
M001,PROD000264,SKU000264,Black Premium Leather Belt,accessories,belt,UrbanThreads,1681,704.1,58.11,premium_buyers,New,73,18.66,2.9,true,2024-04-12,product_csv,PROD_ROW_264
M001,PROD000265,SKU000265,Grey Slim Joggers,fashion,joggers,UrbanThreads,1930,1320.07,31.6,fitness_lifestyle,New,345,7.85,2.7,true,2024-11-11,product_csv,PROD_ROW_265
M001,PROD000266,SKU000266,Black Printed Bedsheet,home,bedsheet,UrbanThreads,3261,2223.9,31.8,family_buyers,Returning,345,2.73,2.7,true,2023-08-07,product_csv,PROD_ROW_266
M001,PROD000267,SKU000267,Navy Sport Deodorant,beauty,perfume,UrbanThreads,2451,1383.11,43.57,premium_buyers,New,14,14.22,4.5,true,2024-03-08,product_csv,PROD_ROW_267
M001,PROD000268,SKU000268,Blue Cotton King Bedsheet,home,bedsheet,UrbanThreads,1636,1045.91,36.07,family_buyers,New,170,7.98,3.2,true,2024-01-27,product_csv,PROD_ROW_268
M001,PROD000269,SKU000269,White Slip-On Sneakers,footwear,sneakers,UrbanThreads,3306,2794.69,15.47,college_students,Returning,189,14.73,4.1,true,2023-06-05,product_csv,PROD_ROW_269
M001,PROD000270,SKU000270,Maroon Moisturising Cream,beauty,skincare,UrbanThreads,654,233.4,64.31,working_women,New,311,14.87,3.4,true,2024-03-15,product_csv,PROD_ROW_270
M001,PROD000271,SKU000271,Grey Canvas Belt,accessories,belt,UrbanThreads,1719,1381.5,19.63,premium_buyers,High-Value,317,14.7,3.2,true,2024-12-08,product_csv,PROD_ROW_271
M001,PROD000272,SKU000272,Grey Sport Polo Tee,fashion,polo_tshirt,UrbanThreads,1741,991.96,43.02,young_professionals,Returning,340,2.04,4.7,true,2023-09-03,product_csv,PROD_ROW_272
M001,PROD000273,SKU000273,White Moisturising Cream,beauty,skincare,UrbanThreads,2345,1170.28,50.09,working_women,High-Value,465,19.58,5.0,true,2023-11-21,product_csv,PROD_ROW_273
M001,PROD000274,SKU000274,Maroon Slip-On Sneakers,footwear,sneakers,UrbanThreads,2722,1766.64,35.1,college_students,Returning,498,19.76,2.7,true,2024-08-24,product_csv,PROD_ROW_274
M001,PROD000275,SKU000275,Olive Graphic Oversized Tee,fashion,oversized_tshirt,UrbanThreads,439,150.39,65.74,streetwear_lovers,High-Value,156,12.94,3.8,true,2024-03-01,product_csv,PROD_ROW_275
M001,PROD000276,SKU000276,White Night Repair Cream,beauty,skincare,UrbanThreads,2501,1278.45,48.88,working_women,New,168,2.5,4.8,true,2023-06-09,product_csv,PROD_ROW_276
M001,PROD000277,SKU000277,Red Wooden Desk Organiser,lifestyle,decor,UrbanThreads,2997,1289.39,56.98,family_buyers,Returning,367,9.31,4.9,true,2023-09-02,product_csv,PROD_ROW_277
M001,PROD000278,SKU000278,White Straight Cut Denim,fashion,denim_jeans,UrbanThreads,1474,885.35,39.94,young_professionals,Returning,351,15.09,4.4,false,2023-05-03,product_csv,PROD_ROW_278
M001,PROD000279,SKU000279,Orange Urban Hoodie,fashion,hoodie,UrbanThreads,1670,963.54,42.3,college_students,High-Value,274,15.88,4.3,true,2023-06-20,product_csv,PROD_ROW_279
